card_1,card_2,usage_count,win_rate_percent
Baby Dragon,Musketeer,14400,57.06
Mega Knight,Miner,14351,45.17
Skeleton Barrel,The Log,14346,54.52
Barbarian Barrel,Inferno Dragon,14338,40.1
Dark Prince,Fireball,14298,50.12
Goblin Barrel,Spear Goblins,14263,48.24
Barbarian Barrel,Mini P.E.K.K.A,14242,56.39
Arrows,Golden Knight,14236,49.31
Electro Wizard,Rage,14216,42.27
Giant Snowball,Hog Rider,14213,51.45
Dark Prince,Electro Wizard,14190,45.32
Arrows,Electro Dragon,14188,40.84
Royal Hogs,Royal Recruits,14178,36.51
Ram Rider,The Log,14173,56.38
Graveyard,Witch,14148,43.39
Arrows,Bandit,14128,45.77
Mega Knight,P.E.K.K.A,14128,51.95
Lumberjack,Mega Knight,14081,54.97
Lumberjack,Tornado,14078,32.79
Cannon,Electro Spirit,14041,44.26
Barbarian Barrel,Fireball,14035,43.95
Magic Archer,Zap,14026,43.04
Mega Knight,Ram Rider,14012,50.77
Bomber,Mega Minion,14011,35.09
Skeleton Dragons,Wizard,13999,46.65
Guards,Royal Ghost,13992,55.1
Baby Dragon,Skeletons,13966,53.75
Barbarian Barrel,Lumberjack,13951,34.46
P.E.K.K.A,Tesla,13904,53.73
Spear Goblins,Witch,13903,57.69
Electro Wizard,Magic Archer,13864,44.19
Boss Bandit,Skeleton Army,13856,55.42
Elite Barbarians,Valkyrie,13845,55.95
Minion Horde,Wizard,13833,53.19
Royal Ghost,Tesla,13823,53.27
Electro Wizard,Princess,13717,55.73
Barbarians,Mega Knight,13701,54.9
Goblins,Valkyrie,13691,49.85
Arrows,Flying Machine,13654,34.83
Vines,Wizard,13641,53.44
Goblin Hut,Wizard,13634,49.14
Arrows,Skeleton King,13624,50.63
Giant Snowball,Knight,13606,46.37
Guards,Prince,13574,42.96
Poison,Zap,13551,32.67
Fireball,Princess,13536,55.88
Arrows,Skeleton Barrel,13532,49.33
Ice Wizard,Skeleton Army,13496,50.9
Goblin Hut,Skeleton Army,13492,57.73
Elite Barbarians,Mega Knight,13491,54.01
P.E.K.K.A,Prince,13491,50.26
Cannon,Prince,13481,54.86
Golden Knight,Mini P.E.K.K.A,13474,53.62
Skeleton Barrel,Witch,13418,52.29
Mega Minion,Wizard,13413,40.86
Battle Ram,Mega Minion,13409,41.99
Magic Archer,The Log,13397,54.09
Balloon,Fireball,13386,49.68
Prince,Tesla,13382,52.63
Ram Rider,Valkyrie,13362,55.7
Bats,P.E.K.K.A,13346,52.29
Dart Goblin,Inferno Tower,13313,50.35
Freeze,Wizard,13297,50.06
Arrows,Giant Skeleton,13293,44.73
Lumberjack,Witch,13287,54.34
Guards,Tesla,13279,53.55
Goblin Hut,Minions,13274,60.28
Skeletons,Spear Goblins,13264,37.03
Bomber,Skeletons,13260,41.4
Ice Wizard,Mega Knight,13254,54.99
Bandit,Skeleton Army,13233,55.15
Mini P.E.K.K.A,Skeleton Barrel,13213,47.45
Boss Bandit,Mega Knight,13210,53.51
Electro Spirit,Tesla,13205,47.16
Barbarian Barrel,Giant Snowball,13203,32.23
Goblin Barrel,Golden Knight,13183,54.3
Baby Dragon,Giant Snowball,13180,42.65
Baby Dragon,Firecracker,13176,55.15
Cannon,P.E.K.K.A,13146,52.95
Skeleton Army,Skeleton Dragons,13124,54.34
Elite Barbarians,Mini P.E.K.K.A,13112,55.67
Electro Wizard,Goblin Gang,13074,54.57
Executioner,Witch,13060,54.33
Mega Knight,Musketeer,13059,57.66
Bomber,Minions,13052,54.96
Skeleton Dragons,Valkyrie,13051,45.56
Cannon,Princess,13025,54.97
P.E.K.K.A,Rage,12989,38.66
Barbarian Barrel,Hog Rider,12974,52.17
Balloon,Bats,12949,45.29
Mega Knight,Skeleton King,12946,54.49
Princess,Zap,12928,58.08
Dark Prince,The Log,12905,57.68
Mini P.E.K.K.A,Minion Horde,12904,49.5
Battle Ram,Goblin Hut,12903,46.35
P.E.K.K.A,Skeletons,12875,51.62
Flying Machine,Royal Recruits,12865,33.07
Barbarians,Goblin Cage,12860,50.21
Minions,Royal Ghost,12841,58.01
Electro Dragon,Inferno Dragon,12837,33.75
Minions,Skeletons,12831,50.68
Miner,Skeleton Army,12827,56.43
Elite Barbarians,Inferno Dragon,12820,42.13
Baby Dragon,Minions,12806,56.45
Sparky,Witch,12786,54.56
Cannon,Electro Wizard,12774,54.96
Baby Dragon,Poison,12765,31.62
Inferno Dragon,Princess,12756,55.67
Arrows,Elixir Golem,12746,37.59
Executioner,Goblin Barrel,12743,54.85
Baby Dragon,Battle Ram,12714,49.52
Battle Ram,Spear Goblins,12672,45.29
Rage,The Log,12648,53.37
Boss Bandit,Witch,12629,54.14
Inferno Dragon,Rage,12623,40.45
Arrows,Miner,12615,41.2
Firecracker,Skeleton Barrel,12606,45.34
Magic Archer,Royal Ghost,12593,41.21
Wall Breakers,Witch,12578,55.02
Fireball,Skeleton Dragons,12570,45.46
Royal Giant,Skeleton Army,12559,51.29
Inferno Dragon,Tesla,12554,53.9
Fireball,Royal Hogs,12519,42.69
Royal Delivery,The Log,12506,51.01
Mega Knight,Spear Goblins,12502,44.38
Inferno Dragon,Lumberjack,12496,42.49
Electro Spirit,Zap,12489,40.96
Ice Wizard,Valkyrie,12486,48.08
Electro Wizard,Prince,12470,53.67
Freeze,Valkyrie,12446,50.53
Battle Ram,Hog Rider,12442,46.4
Giant,Tombstone,12393,50.29
Bandit,Magic Archer,12391,40.56
Archers,Bomber,12389,58.37
Barbarians,The Log,12362,55.98
Giant,Prince,12355,31.52
Elite Barbarians,Hog Rider,12341,55.3
Barbarian Barrel,Mega Knight,12302,53.38
Goblin Gang,Wall Breakers,12300,50.74
Barbarian Barrel,Royal Hogs,12281,36.14
Giant Snowball,Mega Knight,12278,51.81
Mega Knight,Sparky,12278,53.64
Goblin Barrel,Skeleton Barrel,12277,48.19
Skeleton Barrel,Zap,12277,39.01
Electro Spirit,Goblin Barrel,12276,52.78
Ice Spirit,Wizard,12264,54.57
Royal Hogs,Wizard,12255,50.18
Flying Machine,Royal Hogs,12246,32.77
Mini P.E.K.K.A,Rocket,12211,44.64
Minion Horde,Witch,12199,52.45
Dark Prince,Hog Rider,12165,57.37
Goblin Gang,Royal Ghost,12156,55.33
Mighty Miner,The Log,12135,51.37
Mega Minion,Skeleton Army,12130,50.06
Arrows,Lightning,12112,29.91
Bandit,Witch,12104,55.65
Balloon,Barbarian Barrel,12090,35.32
Goblin Cage,Royal Hogs,12089,34.21
Giant Snowball,Valkyrie,12073,49.23
Mini P.E.K.K.A,Ram Rider,12070,56.51
Bats,Electro Wizard,12034,55.4
Electro Spirit,Valkyrie,11991,49.69
Barbarian Barrel,Valkyrie,11988,49.74
Firecracker,Vines,11980,53.6
Barbarians,Cannon,11967,51.52
Graveyard,Knight,11929,38.6
Electro Wizard,Sparky,11921,46.26
Guards,Inferno Dragon,11916,50.77
Barbarian Barrel,Tombstone,11915,28.41
Barbarian Barrel,Lightning,11902,26.15
Royal Giant,Witch,11902,53.85
Lumberjack,Mini P.E.K.K.A,11895,55.19
Battle Ram,Inferno Tower,11890,44.46
Arrows,Vines,11872,53.9
Goblin Cage,Royal Recruits,11854,33.91
Royal Ghost,Vines,11839,55.28
Baby Dragon,Royal Hogs,11810,49.36
Executioner,Valkyrie,11781,55.16
Flying Machine,Goblin Cage,11779,33.25
Bats,Ice Spirit,11777,53.19
Inferno Tower,Zap,11774,49.01
Clone,Skeleton Army,11763,43.07
Inferno Dragon,Miner,11751,37.04
Goblin Barrel,Tombstone,11746,53.41
Giant,Inferno Tower,11743,40.58
Rocket,Valkyrie,11713,47.69
Freeze,Lumberjack,11698,34.58
Inferno Dragon,Skeleton Barrel,11694,40.66
Hog Rider,Spear Goblins,11683,55.55
Hog Rider,Tombstone,11673,51.91
Tesla,Vines,11661,53.38
Royal Giant,The Log,11653,51.33
Tesla,X-Bow,11639,45.86
Bomber,Prince,11635,39.36
Battle Ram,Skeletons,11626,39.11
Wall Breakers,Zap,11622,45.3
Goblin Gang,Spear Goblins,11593,34.39
Arrows,Executioner,11545,55.67
Barbarian Barrel,Skeletons,11526,44.99
Elite Barbarians,Goblin Barrel,11512,55.47
Baby Dragon,Graveyard,11495,28.9
Bomber,Goblins,11485,35.52
Barbarian Barrel,Royal Ghost,11481,46.5
Bats,Princess,11458,54.29
Giant Snowball,Skeletons,11451,44.79
Giant Skeleton,Witch,11439,53.45
Elite Barbarians,Firecracker,11421,52.67
Minions,P.E.K.K.A,11407,47.74
Lightning,Mega Minion,11393,25.02
Lumberjack,Wizard,11375,55.02
Cannon,Spear Goblins,11363,42.78
Royal Hogs,Zappies,11355,34.94
Firecracker,Guards,11318,53.86
Cannon,Giant,11317,48.25
Dart Goblin,Giant Snowball,11294,51.25
Dark Prince,Valkyrie,11260,56.28
Firecracker,Golden Knight,11254,53.79
Inferno Dragon,Vines,11232,54.66
Bomber,Mega Knight,11229,54.75
Golden Knight,Tesla,11222,54.29
Battle Ram,Magic Archer,11222,39.28
Electro Wizard,Elite Barbarians,11221,51.07
Balloon,Tesla,11206,53.3
Bomb Tower,Mini P.E.K.K.A,11189,56.71
Giant,Guards,11158,31.68
Mega Minion,Prince,11144,25.9
Arrows,Zappies,11120,37.32
Minions,Tombstone,11119,46.69
Baby Dragon,Inferno Tower,11101,53.19
Lumberjack,Valkyrie,11092,54.9
Giant Snowball,Royal Ghost,11085,47.29
Archers,P.E.K.K.A,11075,51.82
Balloon,Goblin Barrel,11070,52.1
Prince,Princess,11054,55.76
Earthquake,The Log,11054,49.89
Dark Prince,Inferno Dragon,11030,52.66
Guards,P.E.K.K.A,11029,46.68
Archers,Electro Spirit,11023,47.41
Elixir Golem,Rage,11019,33.37
Barbarian Barrel,Royal Recruits,11012,35.88
Electro Wizard,Skeletons,10957,54.77
Goblins,Musketeer,10950,54.08
Archers,Dart Goblin,10948,54.6
Princess,Royal Ghost,10932,55.61
Bandit,Mini P.E.K.K.A,10926,54.42
Battle Ram,Goblin Barrel,10918,51.57
Tesla,Wall Breakers,10916,51.32
Boss Bandit,Firecracker,10902,52.39
Golem,Lumberjack,10890,37.97
Inferno Dragon,P.E.K.K.A,10879,54.76
Cannon,Giant Snowball,10846,49.69
Cannon,Wall Breakers,10827,52.97
Balloon,Knight,10812,51.64
Electro Wizard,Poison,10802,38.66
Freeze,Hog Rider,10792,51.59
Ice Spirit,Royal Ghost,10775,56.1
Miner,Witch,10759,56.09
Knight,X-Bow,10752,45.51
Archers,Goblin Hut,10738,64.21
Earthquake,Hog Rider,10728,50.76
Barbarian Barrel,Flying Machine,10706,33.5
Archers,Prince,10706,57.76
Knight,Mega Minion,10694,50.35
Barbarian Barrel,Zappies,10694,35.36
Skeletons,X-Bow,10669,45.18
Electro Wizard,Ram Rider,10668,46.17
Goblin Barrel,Minion Horde,10651,50.25
Miner,Spear Goblins,10651,27.84
Archers,Bats,10648,56.59
Graveyard,Tornado,10637,22.63
Poison,Tornado,10635,22.88
Royal Recruits,Zappies,10610,34.65
Dark Prince,Mega Minion,10609,31.4
Firecracker,Princess,10604,53.52
Dark Prince,Royal Ghost,10599,58.17
Mega Knight,Minion Horde,10594,54.39
Royal Hogs,Valkyrie,10537,50.62
Knight,Miner,10513,38.91
Baby Dragon,Ice Spirit,10500,56.22
Freeze,Mega Knight,10489,51.7
Goblin Gang,Miner,10475,41.07
Baby Dragon,Freeze,10432,44.31
Bomb Tower,Skeleton Army,10429,55.24
Goblin Cage,Minions,10427,54.79
Cannon,Vines,10419,54.25
Golden Knight,Hog Rider,10408,54.3
Boss Bandit,Goblin Barrel,10407,54.26
Hog Rider,Ice Wizard,10403,53.92
Mini P.E.K.K.A,Skeleton King,10385,54.82
Electro Spirit,Wizard,10360,47.92
Lumberjack,Tesla,10355,53.95
Executioner,Knight,10351,56.19
Electro Spirit,Royal Ghost,10341,55.47
Goblin Cage,Zappies,10332,34.26
Bandit,Bats,10323,44.9
Bandit,Firecracker,10319,49.81
Bats,Lumberjack,10309,49.68
Inferno Dragon,Spear Goblins,10297,43.53
Arrows,Ram Rider,10297,51.63
Giant Snowball,Tesla,10289,47.02
Firecracker,Rage,10279,50.32
Boss Bandit,Valkyrie,10273,53.33
Baby Dragon,Golem,10259,38.37
Musketeer,Royal Ghost,10245,61.78
Inferno Tower,Royal Ghost,10243,58.35
Firecracker,Lumberjack,10209,53.24
Flying Machine,Zappies,10187,33.8
Arrows,Ice Wizard,10184,46.1
Bomber,Rage,10179,31.42
Knight,Tornado,10150,34.74
The Log,X-Bow,10140,49.83
Ice Wizard,Tesla,10139,51.32
Magic Archer,Mega Knight,10135,55.48
Bats,Guards,10123,49.83
Dark Prince,P.E.K.K.A,10112,46.49
Balloon,Minions,10109,39.61
Ice Spirit,P.E.K.K.A,10105,54.43
Golem,Night Witch,10089,38.3
Bandit,Fireball,10073,48.63
P.E.K.K.A,Poison,10071,38.88
Poison,Witch,10068,51.87
Archers,Battle Ram,10055,54.57
Ice Wizard,Tombstone,10051,26.64
Miner,Valkyrie,10031,47.51
Archers,Barbarians,10030,62.45
Barbarian Barrel,Cannon,10020,50.02
Arrows,Boss Bandit,10017,53.05
Goblin Barrel,Skeleton King,9983,54.61
Giant Snowball,Minions,9980,38.36
Goblin Barrel,Ice Wizard,9922,54.95
Electro Wizard,Golden Knight,9896,51.96
Sparky,Wizard,9886,52.5
Earthquake,Skeletons,9874,49.46
Goblin Gang,P.E.K.K.A,9855,54.11
Barbarian Barrel,Electro Spirit,9852,38.9
Goblin Curse,Rage,9849,32.2
Goblin Giant,Zap,9840,35.66
Rocket,Wizard,9832,41.17
Bomber,The Log,9820,55.81
Fireball,Magic Archer,9819,45.64
Poison,Tombstone,9813,25.24
Dark Prince,Mega Knight,9800,57.89
Fireball,X-Bow,9797,45.44
Minion Horde,Valkyrie,9795,52.51
Rage,Wizard,9791,52.8
Battle Ram,Goblin Cage,9789,42.18
Golden Knight,Valkyrie,9757,53.98
Goblin Barrel,Goblin Hut,9753,49.09
Goblin Barrel,Sparky,9747,51.65
Electro Wizard,Lumberjack,9744,53.6
Magic Archer,Skeleton Army,9744,55.36
Goblins,Minions,9697,58.44
Baby Dragon,Bomber,9679,55.72
Barbarian Barrel,Dart Goblin,9658,54.18
Firecracker,Skeleton King,9656,52.93
Ram Rider,Wizard,9651,55.02
Barbarians,Zap,9642,48.66
Arrows,Golem,9637,43.29
Giant,Skeletons,9634,45.44
Bandit,Poison,9623,33.36
Ice Wizard,Mini P.E.K.K.A,9619,54.81
Earthquake,Firecracker,9596,51.21
Golden Knight,Wizard,9594,52.78
Barbarian Barrel,Freeze,9593,32.95
The Log,Tombstone,9588,55.73
Executioner,Royal Ghost,9570,46.77
Balloon,Firecracker,9569,53.38
Firecracker,Inferno Tower,9559,53.09
Skeletons,Vines,9553,53.16
Prince,Skeletons,9537,54.56
Dart Goblin,Golden Knight,9531,53.01
Goblin Giant,Sparky,9501,36.85
Rage,Valkyrie,9500,54.25
Mini P.E.K.K.A,Royal Giant,9500,54.13
Hog Rider,Rocket,9493,41.13
Magic Archer,Valkyrie,9486,53.44
Arrows,Graveyard,9482,37.64
Poison,Royal Ghost,9468,41.02
Dart Goblin,Skeleton King,9457,53.14
Graveyard,Tombstone,9438,24.26
Electro Dragon,Mini P.E.K.K.A,9428,56.07
Electro Dragon,Rage,9413,34.39
Dark Prince,Sparky,9404,39.57
Fire Spirit,Skeleton Army,9397,53.03
Boss Bandit,Mini P.E.K.K.A,9393,54.41
Minions,Prince,9381,56.24
Arrows,Skeleton Dragons,9366,40.51
Bomber,Cannon,9357,54.63
Archers,Guards,9332,51.17
Baby Dragon,Ram Rider,9326,51.01
Fire Spirit,Skeletons,9326,34.99
Battle Ram,Skeleton Dragons,9321,46.29
Bandit,Wizard,9314,51.64
Goblin Barrel,Royal Hogs,9309,50.15
Electro Dragon,Lumberjack,9305,35.94
Prince,Wall Breakers,9305,45.45
Dart Goblin,Minions,9304,52.35
Baby Dragon,Spear Goblins,9292,56.51
Freeze,Goblin Barrel,9279,52.58
Prince,Vines,9263,53.74
Giant Snowball,Lightning,9250,21.51
Archers,Goblins,9235,59.92
Fireball,Royal Giant,9227,50.41
Tombstone,Tornado,9224,22.2
Archers,X-Bow,9208,44.22
Tombstone,Wizard,9202,59.29
Rage,Sparky,9202,40.74
Goblin Barrel,Ram Rider,9199,56.17
Skeleton Dragons,Witch,9199,57.44
Electro Wizard,Minions,9188,49.25
Electro Dragon,Tornado,9176,35.99
Electro Dragon,Elixir Golem,9176,34.08
Battle Healer,Electro Dragon,9160,32.52
Spear Goblins,The Log,9159,51.47
Electro Dragon,Skeleton Army,9159,55.48
Miner,Wizard,9148,39.8
Inferno Dragon,Skeletons,9144,56.09
Bomber,Tombstone,9128,47.06
Golden Knight,Knight,9104,53.93
Goblin Hut,Mega Minion,9095,41.22
Firecracker,Minions,9089,53.45
Bomber,Electro Wizard,9073,45.8
Dark Prince,Goblin Giant,9069,35.88
Sparky,The Log,9069,55.89
Archers,Goblin Cage,9046,65.05
Skeleton Barrel,Valkyrie,9046,52.54
Electro Wizard,Executioner,9031,55.82
Fire Spirit,Fireball,9006,42.36
Archers,Goblin Gang,9005,54.85
Electro Spirit,Goblin Cage,8998,31.47
Barbarians,Rocket,8991,40.57
Fire Spirit,Hog Rider,8983,47.19
Archers,Tombstone,8982,50.53
Goblin Hut,Poison,8974,34.09
Fire Spirit,Mini P.E.K.K.A,8969,52.7
Rocket,Skeleton Army,8969,52.92
Bandit,Valkyrie,8922,55.51
Miner,Mini P.E.K.K.A,8909,53.62
Balloon,Electro Wizard,8882,53.81
Elite Barbarians,Fireball,8874,54.32
Baby Dragon,Lightning,8861,31.57
Ram Rider,Royal Ghost,8843,43.19
Dart Goblin,Elite Barbarians,8836,54.67
Elixir Golem,Inferno Dragon,8814,33.54
Electro Dragon,The Log,8803,53.89
Balloon,Tornado,8799,30.4
Arrows,Royal Giant,8794,51.16
Barbarian Barrel,Electro Dragon,8791,34.68
Archers,Firecracker,8788,53.93
Arrows,Goblin Giant,8787,31.91
Musketeer,Prince,8785,57.64
Ice Spirit,Wall Breakers,8783,51.16
Ice Spirit,Vines,8783,52.36
Hog Rider,Lumberjack,8772,54.47
Giant Snowball,Ice Spirit,8760,50.63
Spear Goblins,Tombstone,8758,45.83
Balloon,Lava Hound,8751,30.23
Electro Wizard,Goblin Giant,8749,34.16
Archers,Electro Wizard,8748,55.49
Bandit,Prince,8740,45.02
Fire Spirit,Zap,8728,39.18
Elixir Golem,Witch,8722,49.43
Electro Wizard,Ice Spirit,8719,55.04
Bomb Tower,Witch,8702,54.47
Boss Bandit,Tesla,8695,52.74
Earthquake,Ice Spirit,8684,49.17
Executioner,Zap,8669,56.72
Electro Spirit,Mega Knight,8664,57.26
Golem,Skeleton Army,8654,49.21
Princess,Skeletons,8630,54.3
Rocket,Tesla,8622,49.65
Giant,Skeleton Dragons,8618,42.28
Giant Snowball,Inferno Dragon,8604,47.5
Hog Rider,Minion Horde,8604,53.93
Minion Horde,The Log,8586,55.52
Barbarian Barrel,Goblin Hut,8585,39.22
Guards,Ice Spirit,8578,52.48
Knight,Magic Archer,8575,50.33
Tombstone,Zap,8567,51.27
Dark Prince,Rage,8563,40.28
Arrows,Goblin Curse,8560,32.69
Balloon,P.E.K.K.A,8514,43.22
Skeletons,Tombstone,8509,45.27
Goblin Hut,Hog Rider,8507,54.32
Elite Barbarians,Tesla,8490,53.56
Arrows,Clone,8490,41.76
Inferno Dragon,Tornado,8478,32.46
Goblin Gang,Skeletons,8476,53.13
Minion Horde,Sparky,8468,40.25
Electro Dragon,Mega Knight,8453,55.36
Bats,Bomber,8451,43.64
Barbarian Barrel,Ice Spirit,8449,47.84
Dark Prince,Knight,8428,54.41
Magic Archer,Mini P.E.K.K.A,8410,54.48
Royal Delivery,Tesla,8405,50.79
Furnace,Skeleton Army,8398,55.16
Mega Knight,Mirror,8395,52.25
Ice Spirit,Prince,8395,52.35
Arrows,Battle Healer,8390,33.24
Bomber,Inferno Dragon,8388,50.33
Bomb Tower,Knight,8359,45.26
Goblin Barrel,Goblin Cage,8358,46.57
Electro Spirit,Royal Hogs,8355,36.53
Dark Prince,Dart Goblin,8353,53.38
Skeletons,Wall Breakers,8330,51.43
Bats,Musketeer,8329,51.55
Elite Barbarians,Lumberjack,8326,45.5
Goblin Cage,Mega Minion,8300,38.61
Bandit,Goblin Barrel,8297,54.37
Minions,Tesla,8291,53.14
Barbarian Barrel,Electro Wizard,8283,44.27
Freeze,Tornado,8280,29.42
Goblin Hut,Skeletons,8266,46.76
Arrows,Fire Spirit,8259,37.26
Dart Goblin,Lumberjack,8246,54.69
Barbarian Barrel,Ram Rider,8245,33.96
Goblin Curse,P.E.K.K.A,8228,32.23
Fireball,Skeleton King,8226,51.93
Battle Ram,Poison,8225,36.24
Bomber,Lightning,8220,27.13
Archers,Inferno Dragon,8218,56.29
Fireball,Wall Breakers,8216,51.2
Princess,Wall Breakers,8215,53.61
Poison,The Log,8214,51.72
Fireball,Lumberjack,8197,51.06
Executioner,Inferno Dragon,8174,54.93
Battle Healer,Elixir Golem,8166,31.97
Bats,Dark Prince,8162,46.34
Knight,Skeleton King,8162,54.15
Ice Spirit,Inferno Dragon,8160,55.33
Minion Horde,Zap,8158,44.91
Barbarian Barrel,Bats,8158,39.67
Skeleton Barrel,Spear Goblins,8152,35.41
Skeleton King,Tesla,8136,53.11
Mega Minion,Rage,8134,32.33
Hog Rider,Wall Breakers,8111,53.5
Balloon,Guards,8109,39.56
Executioner,Fireball,8089,55.64
Electro Spirit,Musketeer,8087,38.12
Hog Rider,Rage,8080,53.74
Balloon,Skeletons,8075,45.28
Giant Snowball,Wizard,8064,48.98
Mirror,Skeleton Army,8049,50.85
Bomber,Dart Goblin,8048,51.09
Goblin Hut,Tombstone,8043,43.4
Arrows,Night Witch,8038,39.79
Fireball,Royal Recruits,8033,40.64
Goblin Barrel,Lumberjack,8031,54.53
Bomber,Royal Ghost,8027,61.9
Furnace,The Log,8022,56.15
Arrows,Bowler,8004,41.0
Goblin Gang,Vines,7999,52.88
Barbarian Barrel,Tesla,7982,52.26
Lumberjack,Mega Minion,7975,35.07
Bomb Tower,Wizard,7972,51.96
Freeze,The Log,7970,54.32
Boss Bandit,Dart Goblin,7938,53.5
Bowler,Inferno Dragon,7929,34.66
Barbarians,Bomber,7923,63.68
Bats,Electro Spirit,7916,41.75
Musketeer,Tombstone,7913,54.53
Dart Goblin,Electro Spirit,7904,54.49
Baby Dragon,Electro Spirit,7902,51.52
Giant,Hog Rider,7893,45.31
Boss Bandit,Knight,7891,54.52
Barbarian Barrel,Guards,7888,40.47
Electro Dragon,Elite Barbarians,7886,33.98
P.E.K.K.A,Vines,7876,53.39
Giant Skeleton,Goblin Barrel,7867,48.95
Hog Rider,Mighty Miner,7865,51.63
Balloon,Dart Goblin,7851,54.3
Poison,Valkyrie,7845,44.0
Bomber,Dark Prince,7845,35.73
Balloon,Tombstone,7842,33.91
Royal Ghost,Royal Giant,7841,50.18
Clone,Giant Skeleton,7841,47.03
Goblin Giant,Mega Minion,7838,30.17
Bomber,Guards,7836,40.4
Prince,Rage,7822,46.46
Freeze,Zap,7821,34.75
Firecracker,Mighty Miner,7819,51.37
Goblins,Hog Rider,7817,48.02
Fireball,Golden Knight,7812,51.27
Goblin Cage,Skeleton Army,7791,59.17
Poison,Skeleton Army,7760,51.16
Lumberjack,Night Witch,7758,35.87
Bats,Giant Snowball,7758,47.91
Barbarian Barrel,Vines,7740,51.49
Miner,Poison,7710,31.95
Goblin Gang,Skeleton King,7704,50.03
Firecracker,Ram Rider,7701,53.43
Royal Giant,Valkyrie,7700,55.12
Executioner,Prince,7696,55.83
Executioner,Tesla,7695,53.74
Bowler,Witch,7690,42.35
Giant,Giant Snowball,7684,34.15
Battle Healer,Rage,7683,31.11
Giant Snowball,Ram Rider,7664,32.05
Firecracker,Giant Snowball,7659,49.58
Goblins,Skeletons,7649,35.12
Bomber,Goblin Giant,7646,26.72
Musketeer,P.E.K.K.A,7639,53.67
Goblin Giant,P.E.K.K.A,7631,28.14
Baby Dragon,Skeleton King,7620,43.16
Electro Dragon,Witch,7619,54.56
Elite Barbarians,Elixir Golem,7611,32.58
Bats,Poison,7609,28.2
Lightning,Prince,7606,26.11
Battle Healer,Inferno Dragon,7605,32.15
Royal Hogs,The Log,7598,50.36
Barbarians,Royal Hogs,7589,49.14
Dark Prince,Firecracker,7588,56.22
Barbarians,Bats,7586,54.81
Royal Ghost,Royal Hogs,7585,53.94
Elixir Golem,Firecracker,7581,46.72
Giant Snowball,Prince,7578,45.22
Lightning,Zap,7566,24.13
Electro Wizard,Inferno Tower,7565,55.89
Giant Snowball,The Log,7557,53.22
Bats,Sparky,7554,41.86
Ice Wizard,Skeletons,7537,48.59
Bandit,Wall Breakers,7536,41.63
Graveyard,Skeleton King,7534,34.88
Barbarian Barrel,Skeleton King,7514,32.7
Electro Spirit,Royal Recruits,7497,34.48
P.E.K.K.A,Princess,7495,55.54
Goblin Cage,Witch,7489,58.83
Royal Recruits,Skeleton Army,7482,53.54
Executioner,Firecracker,7475,52.6
Mega Minion,Tombstone,7450,41.18
Musketeer,Tesla,7439,53.41
Dark Prince,Lightning,7439,27.02
Freeze,P.E.K.K.A,7422,40.93
Giant,Royal Ghost,7421,64.88
Hog Rider,Skeleton King,7412,53.76
Golem,Mega Minion,7384,34.48
Bandit,Ram Rider,7377,33.41
Archers,Princess,7362,55.66
Bats,Freeze,7345,38.31
Boss Bandit,Wizard,7343,53.28
Rocket,Witch,7335,49.43
Magic Archer,Witch,7333,53.95
Executioner,Wizard,7329,53.04
Bats,Giant,7327,40.94
Barbarian Barrel,Wizard,7322,55.11
Baby Dragon,Goblin Cage,7320,42.61
Electro Wizard,Guards,7318,57.2
Goblin Cage,Skeletons,7317,39.67
Mega Knight,Tombstone,7302,57.45
Hog Rider,Skeleton Dragons,7296,49.04
Royal Delivery,Skeletons,7282,47.93
Bomb Tower,Hog Rider,7280,51.37
Barbarian Barrel,Firecracker,7276,53.45
Barbarian Barrel,Goblin Gang,7274,48.19
Baby Dragon,Bandit,7264,48.31
Bomb Tower,Fireball,7262,51.6
Little Prince,The Log,7262,55.7
Electro Wizard,Giant Snowball,7238,40.9
Battle Ram,The Log,7235,56.14
Knight,Lumberjack,7226,55.76
Skeleton King,Valkyrie,7224,53.24
Sparky,Valkyrie,7218,55.43
Balloon,Barbarians,7213,43.14
Inferno Tower,Musketeer,7211,45.43
Barbarian Barrel,Golem,7207,32.57
Inferno Dragon,Ram Rider,7207,48.94
Electro Spirit,Fire Spirit,7206,28.09
Inferno Tower,Skeleton Dragons,7187,40.53
Golem,Zap,7182,46.12
Boss Bandit,Hog Rider,7178,52.26
Elite Barbarians,Heal Spirit,7166,35.32
Lumberjack,P.E.K.K.A,7162,41.19
Dart Goblin,Executioner,7138,54.88
Goblin Machine,Rage,7121,27.99
Barbarians,Guards,7113,51.26
Goblin Cage,Wizard,7109,52.98
Bats,Inferno Tower,7090,49.46
Skeleton King,Wizard,7079,53.64
Bandit,Hog Rider,7077,55.19
Balloon,Electro Dragon,7077,34.2
Electro Spirit,Firecracker,7076,49.87
Golden Knight,Inferno Dragon,7059,52.02
Prince,Spear Goblins,7054,45.25
Boss Bandit,Royal Ghost,7054,42.63
Arrows,Lava Hound,7046,30.58
Cannon,Dark Prince,7022,51.84
Giant,Graveyard,7020,35.47
Knight,Skeleton Barrel,7008,55.28
Balloon,Giant Snowball,6994,41.65
Archers,Skeleton King,6991,48.69
Fire Spirit,Knight,6980,39.13
Elite Barbarians,Royal Ghost,6968,48.79
Cannon,Golden Knight,6966,52.47
Baby Dragon,Golden Knight,6960,54.47
