card_1,card_2,usage_count,win_rate_percent,total_elixir_cost
Electro Spirit,Mini P.E.K.K.A,17559,55.27,5.0
Ram Rider,Skeleton Army,17540,55.82,8.0
Baby Dragon,Goblin Gang,17527,53.13,7.0
Knight,Tombstone,17167,46.97,6.0
Battle Ram,Minions,17140,47.21,7.0
Golden Knight,Skeleton Army,17139,54.37,7.0
Guards,Knight,17138,51.75,6.0
Knight,Prince,17114,56.08,8.0
Goblin Gang,Skeleton Barrel,17110,43.19,6.0
Mini P.E.K.K.A,Wall Breakers,17104,53.62,6.0
Baby Dragon,Tornado,17069,26.77,7.0
Rage,Skeleton Army,17068,53.25,5.0
Baby Dragon,Ice Wizard,17057,33.6,7.0
Baby Dragon,Dark Prince,17055,51.15,8.0
Arrows,Wall Breakers,16998,48.9,5.0
Musketeer,Wizard,16966,56.63,9.0
Archers,Spear Goblins,16947,58.15,5.0
Goblin Cage,Goblins,16923,34.77,6.0
Dart Goblin,Prince,16905,53.3,8.0
Spear Goblins,Zap,16897,37.09,4.0
Knight,P.E.K.K.A,16848,54.18,10.0
Ram Rider,Witch,16844,56.01,10.0
Freeze,Inferno Dragon,16831,37.74,8.0
Bomber,Goblin Hut,16830,39.85,6.0
Giant Snowball,Guards,16803,35.89,5.0
Ice Spirit,Zap,16796,50.05,3.0
Electro Spirit,Skeleton Army,16758,57.18,4.0
Arrows,Royal Recruits,16726,39.02,10.0
Firecracker,Inferno Dragon,16687,50.03,7.0
Elite Barbarians,Witch,16652,55.73,11.0
Valkyrie,Vines,16642,53.94,7.0
Goblins,Knight,16591,53.59,5.0
Goblin Gang,Inferno Dragon,16570,48.74,7.0
Bats,Wall Breakers,16567,39.69,4.0
Giant Skeleton,Skeleton Army,16560,45.25,9.0
Ice Wizard,Tornado,16558,26.84,6.0
Dart Goblin,Wall Breakers,16536,52.74,5.0
Balloon,Zap,16529,41.54,7.0
Battle Ram,Electro Wizard,16529,41.91,8.0
Baby Dragon,Balloon,16479,49.15,9.0
Baby Dragon,Tesla,16451,53.89,8.0
Balloon,The Log,16418,55.51,7.0
Bats,Miner,16416,33.89,5.0
Arrows,Minion Horde,16373,45.31,8.0
Baby Dragon,Princess,16274,56.52,7.0
Knight,Poison,16266,36.71,7.0
Dark Prince,Wizard,16258,53.72,9.0
Goblin Cage,Musketeer,16253,55.17,8.0
Dart Goblin,Skeleton Barrel,16251,48.28,6.0
Firecracker,Prince,16236,50.51,8.0
Bats,Skeleton Barrel,16206,40.55,5.0
Goblin Hut,Musketeer,16177,59.78,8.0
Guards,Mega Knight,16168,55.24,10.0
Goblin Hut,Witch,16164,55.55,9.0
Baby Dragon,Tombstone,16147,39.59,7.0
Rage,Zap,16147,38.86,4.0
Graveyard,Poison,16022,29.99,9.0
Dart Goblin,Guards,16007,53.85,6.0
Lumberjack,Zap,15924,45.55,6.0
Arrows,Giant Snowball,15901,33.88,5.0
Battle Ram,Musketeer,15896,47.29,8.0
Barbarians,Spear Goblins,15889,53.62,7.0
Barbarian Barrel,Goblin Barrel,15854,55.02,5.0
Archers,Ice Spirit,15806,54.09,4.0
Mini P.E.K.K.A,Royal Hogs,15803,50.47,9.0
Electro Spirit,Witch,15729,57.34,6.0
Dart Goblin,P.E.K.K.A,15719,52.54,10.0
Goblin Gang,Prince,15718,50.52,8.0
Executioner,Hog Rider,15665,55.85,9.0
Mega Knight,Rage,15606,53.91,9.0
Baby Dragon,Vines,15545,55.1,7.0
Barbarian Barrel,Graveyard,15544,29.34,7.0
Bandit,Battle Ram,15510,38.37,7.0
Knight,Wall Breakers,15507,46.26,5.0
Cannon,Minions,15458,51.14,6.0
Princess,Wizard,15457,55.16,8.0
Dart Goblin,Electro Wizard,15439,55.51,7.0
Miner,The Log,15427,51.46,5.0
Graveyard,Ice Wizard,15417,29.7,8.0
Ice Wizard,Witch,15337,52.6,8.0
Arrows,Goblins,15290,50.36,5.0
Freeze,Mini P.E.K.K.A,15288,52.09,8.0
Valkyrie,Wall Breakers,15285,53.33,6.0
Bomber,Goblin Barrel,15231,52.79,5.0
Barbarians,Minions,15201,59.27,8.0
Goblin Giant,Rage,15199,33.41,8.0
Ice Wizard,Poison,15133,29.59,7.0
Bomber,Musketeer,15112,53.98,6.0
Dart Goblin,Inferno Dragon,15096,54.52,7.0
Bomber,Wizard,15080,57.63,7.0
Miner,Wall Breakers,14987,38.84,5.0
Barbarians,Musketeer,14971,60.45,9.0
Knight,Vines,14960,54.07,6.0
Bomber,Hog Rider,14959,55.29,6.0
Inferno Tower,Mega Knight,14877,54.92,12.0
Barbarian Barrel,Goblin Cage,14870,34.24,6.0
Archers,Royal Ghost,14849,57.71,6.0
Bomber,P.E.K.K.A,14846,39.38,9.0
Giant Snowball,Goblin Barrel,14822,51.13,5.0
Magic Archer,P.E.K.K.A,14819,43.07,11.0
Balloon,Mega Knight,14817,54.93,12.0
Guards,Minions,14816,41.21,6.0
Bomber,Goblin Cage,14811,38.3,6.0
Archers,Baby Dragon,14762,55.9,7.0
Firecracker,Wall Breakers,14760,49.84,5.0
Goblin Barrel,Wall Breakers,14749,53.98,5.0
Elite Barbarians,Wizard,14741,55.13,11.0
Rage,Witch,14730,53.48,7.0
Bandit,The Log,14720,56.2,5.0
Arrows,Freeze,14677,38.3,7.0
Cannon,Guards,14657,53.39,6.0
Firecracker,Royal Ghost,14636,54.76,6.0
Bats,Royal Ghost,14619,56.2,5.0
Arrows,Sparky,14570,46.43,9.0
Royal Ghost,Skeletons,14553,56.26,4.0
Baby Dragon,Lumberjack,14486,41.5,8.0
Spear Goblins,Wizard,14463,54.16,7.0
Cannon,Inferno Dragon,14434,56.56,7.0
Dart Goblin,Vines,14416,53.43,6.0
Baby Dragon,Musketeer,14400,57.06,8.0
Mega Knight,Miner,14351,45.17,10.0
Skeleton Barrel,The Log,14346,54.52,5.0
Barbarian Barrel,Inferno Dragon,14338,40.1,6.0
Dark Prince,Fireball,14298,50.12,8.0
Goblin Barrel,Spear Goblins,14263,48.24,5.0
Barbarian Barrel,Mini P.E.K.K.A,14242,56.39,6.0
Arrows,Golden Knight,14236,49.31,7.0
Electro Wizard,Rage,14216,42.27,6.0
Giant Snowball,Hog Rider,14213,51.45,6.0
Dark Prince,Electro Wizard,14190,45.32,8.0
Arrows,Electro Dragon,14188,40.84,8.0
Royal Hogs,Royal Recruits,14178,36.51,12.0
Ram Rider,The Log,14173,56.38,7.0
Graveyard,Witch,14148,43.39,10.0
Arrows,Bandit,14128,45.77,6.0
Mega Knight,P.E.K.K.A,14128,51.95,14.0
Lumberjack,Mega Knight,14081,54.97,11.0
Lumberjack,Tornado,14078,32.79,7.0
Cannon,Electro Spirit,14041,44.26,4.0
Barbarian Barrel,Fireball,14035,43.95,6.0
Magic Archer,Zap,14026,43.04,6.0
Mega Knight,Ram Rider,14012,50.77,12.0
Bomber,Mega Minion,14011,35.09,5.0
Skeleton Dragons,Wizard,13999,46.65,9.0
Guards,Royal Ghost,13992,55.1,6.0
Baby Dragon,Skeletons,13966,53.75,5.0
Barbarian Barrel,Lumberjack,13951,34.46,6.0
P.E.K.K.A,Tesla,13904,53.73,11.0
Spear Goblins,Witch,13903,57.69,7.0
Electro Wizard,Magic Archer,13864,44.19,8.0
Boss Bandit,Skeleton Army,13856,55.42,9.0
Elite Barbarians,Valkyrie,13845,55.95,10.0
Minion Horde,Wizard,13833,53.19,10.0
Royal Ghost,Tesla,13823,53.27,7.0
Electro Wizard,Princess,13717,55.73,7.0
Barbarians,Mega Knight,13701,54.9,12.0
Goblins,Valkyrie,13691,49.85,6.0
Arrows,Flying Machine,13654,34.83,7.0
Vines,Wizard,13641,53.44,8.0
Goblin Hut,Wizard,13634,49.14,9.0
Arrows,Skeleton King,13624,50.63,7.0
Giant Snowball,Knight,13606,46.37,5.0
Guards,Prince,13574,42.96,8.0
Poison,Zap,13551,32.67,6.0
Fireball,Princess,13536,55.88,7.0
Arrows,Skeleton Barrel,13532,49.33,6.0
Ice Wizard,Skeleton Army,13496,50.9,6.0
Goblin Hut,Skeleton Army,13492,57.73,7.0
Elite Barbarians,Mega Knight,13491,54.01,13.0
P.E.K.K.A,Prince,13491,50.26,12.0
Cannon,Prince,13481,54.86,8.0
Golden Knight,Mini P.E.K.K.A,13474,53.62,8.0
Skeleton Barrel,Witch,13418,52.29,8.0
Mega Minion,Wizard,13413,40.86,8.0
Battle Ram,Mega Minion,13409,41.99,7.0
Magic Archer,The Log,13397,54.09,6.0
Balloon,Fireball,13386,49.68,9.0
Prince,Tesla,13382,52.63,9.0
Ram Rider,Valkyrie,13362,55.7,9.0
Bats,P.E.K.K.A,13346,52.29,9.0
Dart Goblin,Inferno Tower,13313,50.35,8.0
Freeze,Wizard,13297,50.06,9.0
Arrows,Giant Skeleton,13293,44.73,9.0
Lumberjack,Witch,13287,54.34,9.0
Guards,Tesla,13279,53.55,7.0
Goblin Hut,Minions,13274,60.28,7.0
Skeletons,Spear Goblins,13264,37.03,3.0
Bomber,Skeletons,13260,41.4,3.0
Ice Wizard,Mega Knight,13254,54.99,10.0
Bandit,Skeleton Army,13233,55.15,6.0
Mini P.E.K.K.A,Skeleton Barrel,13213,47.45,7.0
Boss Bandit,Mega Knight,13210,53.51,13.0
Electro Spirit,Tesla,13205,47.16,5.0
Barbarian Barrel,Giant Snowball,13203,32.23,4.0
Goblin Barrel,Golden Knight,13183,54.3,7.0
Baby Dragon,Giant Snowball,13180,42.65,6.0
Baby Dragon,Firecracker,13176,55.15,7.0
Cannon,P.E.K.K.A,13146,52.95,10.0
Skeleton Army,Skeleton Dragons,13124,54.34,7.0
Elite Barbarians,Mini P.E.K.K.A,13112,55.67,10.0
Electro Wizard,Goblin Gang,13074,54.57,7.0
Executioner,Witch,13060,54.33,10.0
Mega Knight,Musketeer,13059,57.66,11.0
Bomber,Minions,13052,54.96,5.0
Skeleton Dragons,Valkyrie,13051,45.56,8.0
Cannon,Princess,13025,54.97,6.0
P.E.K.K.A,Rage,12989,38.66,9.0
Barbarian Barrel,Hog Rider,12974,52.17,6.0
Balloon,Bats,12949,45.29,7.0
Mega Knight,Skeleton King,12946,54.49,11.0
Princess,Zap,12928,58.08,5.0
Dark Prince,The Log,12905,57.68,6.0
Mini P.E.K.K.A,Minion Horde,12904,49.5,9.0
Battle Ram,Goblin Hut,12903,46.35,8.0
P.E.K.K.A,Skeletons,12875,51.62,8.0
Flying Machine,Royal Recruits,12865,33.07,11.0
Barbarians,Goblin Cage,12860,50.21,9.0
Minions,Royal Ghost,12841,58.01,6.0
Electro Dragon,Inferno Dragon,12837,33.75,9.0
Minions,Skeletons,12831,50.68,4.0
Miner,Skeleton Army,12827,56.43,6.0
Elite Barbarians,Inferno Dragon,12820,42.13,10.0
Baby Dragon,Minions,12806,56.45,7.0
Sparky,Witch,12786,54.56,11.0
Cannon,Electro Wizard,12774,54.96,7.0
Baby Dragon,Poison,12765,31.62,8.0
Inferno Dragon,Princess,12756,55.67,7.0
Arrows,Elixir Golem,12746,37.59,6.0
Executioner,Goblin Barrel,12743,54.85,8.0
Baby Dragon,Battle Ram,12714,49.52,8.0
Battle Ram,Spear Goblins,12672,45.29,6.0
Rage,The Log,12648,53.37,4.0
Boss Bandit,Witch,12629,54.14,11.0
Inferno Dragon,Rage,12623,40.45,6.0
Arrows,Miner,12615,41.2,6.0
Firecracker,Skeleton Barrel,12606,45.34,6.0
Magic Archer,Royal Ghost,12593,41.21,7.0
Wall Breakers,Witch,12578,55.02,7.0
Fireball,Skeleton Dragons,12570,45.46,8.0
Royal Giant,Skeleton Army,12559,51.29,9.0
Inferno Dragon,Tesla,12554,53.9,8.0
Fireball,Royal Hogs,12519,42.69,9.0
Royal Delivery,The Log,12506,51.01,5.0
Mega Knight,Spear Goblins,12502,44.38,9.0
Inferno Dragon,Lumberjack,12496,42.49,8.0
Electro Spirit,Zap,12489,40.96,3.0
Ice Wizard,Valkyrie,12486,48.08,7.0
Electro Wizard,Prince,12470,53.67,9.0
Freeze,Valkyrie,12446,50.53,8.0
Battle Ram,Hog Rider,12442,46.4,8.0
Giant,Tombstone,12393,50.29,8.0
Bandit,Magic Archer,12391,40.56,7.0
Archers,Bomber,12389,58.37,5.0
Barbarians,The Log,12362,55.98,7.0
Giant,Prince,12355,31.52,10.0
Elite Barbarians,Hog Rider,12341,55.3,10.0
Barbarian Barrel,Mega Knight,12302,53.38,9.0
Goblin Gang,Wall Breakers,12300,50.74,5.0
Barbarian Barrel,Royal Hogs,12281,36.14,7.0
Giant Snowball,Mega Knight,12278,51.81,9.0
Mega Knight,Sparky,12278,53.64,13.0
Goblin Barrel,Skeleton Barrel,12277,48.19,6.0
Skeleton Barrel,Zap,12277,39.01,5.0
Electro Spirit,Goblin Barrel,12276,52.78,4.0
Ice Spirit,Wizard,12264,54.57,6.0
Royal Hogs,Wizard,12255,50.18,10.0
Flying Machine,Royal Hogs,12246,32.77,9.0
Mini P.E.K.K.A,Rocket,12211,44.64,10.0
Minion Horde,Witch,12199,52.45,10.0
Dark Prince,Hog Rider,12165,57.37,8.0
Goblin Gang,Royal Ghost,12156,55.33,6.0
Mighty Miner,The Log,12135,51.37,6.0
Mega Minion,Skeleton Army,12130,50.06,6.0
Arrows,Lightning,12112,29.91,9.0
Bandit,Witch,12104,55.65,8.0
Balloon,Barbarian Barrel,12090,35.32,7.0
Goblin Cage,Royal Hogs,12089,34.21,9.0
Giant Snowball,Valkyrie,12073,49.23,6.0
Mini P.E.K.K.A,Ram Rider,12070,56.51,9.0
Bats,Electro Wizard,12034,55.4,6.0
Electro Spirit,Valkyrie,11991,49.69,5.0
Barbarian Barrel,Valkyrie,11988,49.74,6.0
Firecracker,Vines,11980,53.6,6.0
Barbarians,Cannon,11967,51.52,8.0
Graveyard,Knight,11929,38.6,8.0
Electro Wizard,Sparky,11921,46.26,10.0
Guards,Inferno Dragon,11916,50.77,7.0
Barbarian Barrel,Tombstone,11915,28.41,5.0
Barbarian Barrel,Lightning,11902,26.15,8.0
Royal Giant,Witch,11902,53.85,11.0
Lumberjack,Mini P.E.K.K.A,11895,55.19,8.0
Battle Ram,Inferno Tower,11890,44.46,9.0
Arrows,Vines,11872,53.9,6.0
Goblin Cage,Royal Recruits,11854,33.91,11.0
Royal Ghost,Vines,11839,55.28,6.0
Baby Dragon,Royal Hogs,11810,49.36,9.0
Executioner,Valkyrie,11781,55.16,9.0
Flying Machine,Goblin Cage,11779,33.25,8.0
Bats,Ice Spirit,11777,53.19,3.0
Inferno Tower,Zap,11774,49.01,7.0
Clone,Skeleton Army,11763,43.07,6.0
Inferno Dragon,Miner,11751,37.04,7.0
Goblin Barrel,Tombstone,11746,53.41,6.0
Giant,Inferno Tower,11743,40.58,10.0
Rocket,Valkyrie,11713,47.69,10.0
Freeze,Lumberjack,11698,34.58,8.0
Inferno Dragon,Skeleton Barrel,11694,40.66,7.0
Hog Rider,Spear Goblins,11683,55.55,6.0
Hog Rider,Tombstone,11673,51.91,7.0
Tesla,Vines,11661,53.38,7.0
Royal Giant,The Log,11653,51.33,8.0
Tesla,X-Bow,11639,45.86,10.0
Bomber,Prince,11635,39.36,7.0
Battle Ram,Skeletons,11626,39.11,5.0
Wall Breakers,Zap,11622,45.3,4.0
Goblin Gang,Spear Goblins,11593,34.39,5.0
Arrows,Executioner,11545,55.67,8.0
Barbarian Barrel,Skeletons,11526,44.99,3.0
Elite Barbarians,Goblin Barrel,11512,55.47,9.0
Baby Dragon,Graveyard,11495,28.9,9.0
Bomber,Goblins,11485,35.52,4.0
Barbarian Barrel,Royal Ghost,11481,46.5,5.0
Bats,Princess,11458,54.29,5.0
Giant Snowball,Skeletons,11451,44.79,3.0
Giant Skeleton,Witch,11439,53.45,11.0
Elite Barbarians,Firecracker,11421,52.67,9.0
Minions,P.E.K.K.A,11407,47.74,10.0
Lightning,Mega Minion,11393,25.02,9.0
Lumberjack,Wizard,11375,55.02,9.0
Cannon,Spear Goblins,11363,42.78,5.0
Royal Hogs,Zappies,11355,34.94,9.0
Firecracker,Guards,11318,53.86,6.0
Cannon,Giant,11317,48.25,8.0
Dart Goblin,Giant Snowball,11294,51.25,5.0
Dark Prince,Valkyrie,11260,56.28,8.0
Firecracker,Golden Knight,11254,53.79,7.0
Inferno Dragon,Vines,11232,54.66,7.0
Bomber,Mega Knight,11229,54.75,9.0
Golden Knight,Tesla,11222,54.29,8.0
Battle Ram,Magic Archer,11222,39.28,8.0
Electro Wizard,Elite Barbarians,11221,51.07,10.0
Balloon,Tesla,11206,53.3,9.0
Bomb Tower,Mini P.E.K.K.A,11189,56.71,8.0
Giant,Guards,11158,31.68,8.0
Mega Minion,Prince,11144,25.9,8.0
Arrows,Zappies,11120,37.32,7.0
Minions,Tombstone,11119,46.69,6.0
Baby Dragon,Inferno Tower,11101,53.19,9.0
Lumberjack,Valkyrie,11092,54.9,8.0
Giant Snowball,Royal Ghost,11085,47.29,5.0
Archers,P.E.K.K.A,11075,51.82,10.0
Balloon,Goblin Barrel,11070,52.1,8.0
Prince,Princess,11054,55.76,8.0
Earthquake,The Log,11054,49.89,5.0
Dark Prince,Inferno Dragon,11030,52.66,8.0
Guards,P.E.K.K.A,11029,46.68,10.0
Archers,Electro Spirit,11023,47.41,4.0
Elixir Golem,Rage,11019,33.37,5.0
Barbarian Barrel,Royal Recruits,11012,35.88,9.0
Electro Wizard,Skeletons,10957,54.77,5.0
Goblins,Musketeer,10950,54.08,6.0
Archers,Dart Goblin,10948,54.6,6.0
Princess,Royal Ghost,10932,55.61,6.0
Bandit,Mini P.E.K.K.A,10926,54.42,7.0
Battle Ram,Goblin Barrel,10918,51.57,7.0
Tesla,Wall Breakers,10916,51.32,6.0
Boss Bandit,Firecracker,10902,52.39,9.0
Golem,Lumberjack,10890,37.97,12.0
Inferno Dragon,P.E.K.K.A,10879,54.76,11.0
Cannon,Giant Snowball,10846,49.69,5.0
Cannon,Wall Breakers,10827,52.97,5.0
Balloon,Knight,10812,51.64,8.0
Electro Wizard,Poison,10802,38.66,8.0
Freeze,Hog Rider,10792,51.59,8.0
Ice Spirit,Royal Ghost,10775,56.1,4.0
Miner,Witch,10759,56.09,8.0
Knight,X-Bow,10752,45.51,9.0
Archers,Goblin Hut,10738,64.21,7.0
Earthquake,Hog Rider,10728,50.76,7.0
Barbarian Barrel,Flying Machine,10706,33.5,6.0
Archers,Prince,10706,57.76,8.0
Knight,Mega Minion,10694,50.35,6.0
Barbarian Barrel,Zappies,10694,35.36,6.0
Skeletons,X-Bow,10669,45.18,7.0
Electro Wizard,Ram Rider,10668,46.17,9.0
Goblin Barrel,Minion Horde,10651,50.25,8.0
Miner,Spear Goblins,10651,27.84,5.0
Archers,Bats,10648,56.59,5.0
Graveyard,Tornado,10637,22.63,8.0
Poison,Tornado,10635,22.88,7.0
Royal Recruits,Zappies,10610,34.65,11.0
Dark Prince,Mega Minion,10609,31.4,7.0
Firecracker,Princess,10604,53.52,6.0
Dark Prince,Royal Ghost,10599,58.17,7.0
Mega Knight,Minion Horde,10594,54.39,12.0
Royal Hogs,Valkyrie,10537,50.62,9.0
Knight,Miner,10513,38.91,6.0
Baby Dragon,Ice Spirit,10500,56.22,5.0
Freeze,Mega Knight,10489,51.7,11.0
Goblin Gang,Miner,10475,41.07,6.0
Baby Dragon,Freeze,10432,44.31,8.0
Bomb Tower,Skeleton Army,10429,55.24,7.0
Goblin Cage,Minions,10427,54.79,7.0
Cannon,Vines,10419,54.25,6.0
Golden Knight,Hog Rider,10408,54.3,8.0
Boss Bandit,Goblin Barrel,10407,54.26,9.0
Hog Rider,Ice Wizard,10403,53.92,7.0
Mini P.E.K.K.A,Skeleton King,10385,54.82,8.0
Electro Spirit,Wizard,10360,47.92,6.0
Lumberjack,Tesla,10355,53.95,8.0
Executioner,Knight,10351,56.19,8.0
Electro Spirit,Royal Ghost,10341,55.47,4.0
Goblin Cage,Zappies,10332,34.26,8.0
Bandit,Bats,10323,44.9,5.0
Bandit,Firecracker,10319,49.81,6.0
Bats,Lumberjack,10309,49.68,6.0
Inferno Dragon,Spear Goblins,10297,43.53,6.0
Arrows,Ram Rider,10297,51.63,8.0
Giant Snowball,Tesla,10289,47.02,6.0
Firecracker,Rage,10279,50.32,5.0
Boss Bandit,Valkyrie,10273,53.33,10.0
Baby Dragon,Golem,10259,38.37,12.0
Musketeer,Royal Ghost,10245,61.78,7.0
Inferno Tower,Royal Ghost,10243,58.35,8.0
Firecracker,Lumberjack,10209,53.24,7.0
Flying Machine,Zappies,10187,33.8,8.0
Arrows,Ice Wizard,10184,46.1,6.0
Bomber,Rage,10179,31.42,4.0
Knight,Tornado,10150,34.74,6.0
The Log,X-Bow,10140,49.83,8.0
Ice Wizard,Tesla,10139,51.32,7.0
Magic Archer,Mega Knight,10135,55.48,11.0
Bats,Guards,10123,49.83,5.0
Dark Prince,P.E.K.K.A,10112,46.49,11.0
Balloon,Minions,10109,39.61,8.0
Ice Spirit,P.E.K.K.A,10105,54.43,8.0
Golem,Night Witch,10089,38.3,12.0
Bandit,Fireball,10073,48.63,7.0
P.E.K.K.A,Poison,10071,38.88,11.0
Poison,Witch,10068,51.87,9.0
Archers,Battle Ram,10055,54.57,7.0
Ice Wizard,Tombstone,10051,26.64,6.0
Miner,Valkyrie,10031,47.51,7.0
Archers,Barbarians,10030,62.45,8.0
Barbarian Barrel,Cannon,10020,50.02,5.0
Arrows,Boss Bandit,10017,53.05,9.0
Goblin Barrel,Skeleton King,9983,54.61,7.0
Giant Snowball,Minions,9980,38.36,5.0
Goblin Barrel,Ice Wizard,9922,54.95,6.0
Electro Wizard,Golden Knight,9896,51.96,8.0
Sparky,Wizard,9886,52.5,11.0
Earthquake,Skeletons,9874,49.46,4.0
Goblin Gang,P.E.K.K.A,9855,54.11,10.0
Barbarian Barrel,Electro Spirit,9852,38.9,3.0
Goblin Curse,Rage,9849,32.2,4.0
Goblin Giant,Zap,9840,35.66,8.0
Rocket,Wizard,9832,41.17,11.0
Bomber,The Log,9820,55.81,4.0
Fireball,Magic Archer,9819,45.64,8.0
Poison,Tombstone,9813,25.24,7.0
Dark Prince,Mega Knight,9800,57.89,11.0
Fireball,X-Bow,9797,45.44,10.0
Minion Horde,Valkyrie,9795,52.51,9.0
Rage,Wizard,9791,52.8,7.0
Battle Ram,Goblin Cage,9789,42.18,8.0
Golden Knight,Valkyrie,9757,53.98,8.0
Goblin Barrel,Goblin Hut,9753,49.09,7.0
Goblin Barrel,Sparky,9747,51.65,9.0
Electro Wizard,Lumberjack,9744,53.6,8.0
Magic Archer,Skeleton Army,9744,55.36,7.0
Goblins,Minions,9697,58.44,5.0
Baby Dragon,Bomber,9679,55.72,6.0
Barbarian Barrel,Dart Goblin,9658,54.18,5.0
Firecracker,Skeleton King,9656,52.93,7.0
Ram Rider,Wizard,9651,55.02,10.0
Barbarians,Zap,9642,48.66,7.0
Arrows,Golem,9637,43.29,11.0
Giant,Skeletons,9634,45.44,6.0
Bandit,Poison,9623,33.36,7.0
Ice Wizard,Mini P.E.K.K.A,9619,54.81,7.0
Earthquake,Firecracker,9596,51.21,6.0
Golden Knight,Wizard,9594,52.78,9.0
Barbarian Barrel,Freeze,9593,32.95,6.0
The Log,Tombstone,9588,55.73,5.0
Executioner,Royal Ghost,9570,46.77,8.0
Balloon,Firecracker,9569,53.38,8.0
Firecracker,Inferno Tower,9559,53.09,8.0
Skeletons,Vines,9553,53.16,4.0
Prince,Skeletons,9537,54.56,6.0
Dart Goblin,Golden Knight,9531,53.01,7.0
Goblin Giant,Sparky,9501,36.85,12.0
Rage,Valkyrie,9500,54.25,6.0
Mini P.E.K.K.A,Royal Giant,9500,54.13,10.0
Hog Rider,Rocket,9493,41.13,10.0
Magic Archer,Valkyrie,9486,53.44,8.0
Arrows,Graveyard,9482,37.64,8.0
Poison,Royal Ghost,9468,41.02,7.0
Dart Goblin,Skeleton King,9457,53.14,7.0
Graveyard,Tombstone,9438,24.26,8.0
Electro Dragon,Mini P.E.K.K.A,9428,56.07,9.0
Electro Dragon,Rage,9413,34.39,7.0
Dark Prince,Sparky,9404,39.57,10.0
Fire Spirit,Skeleton Army,9397,53.03,4.0
Boss Bandit,Mini P.E.K.K.A,9393,54.41,10.0
Minions,Prince,9381,56.24,8.0
Arrows,Skeleton Dragons,9366,40.51,7.0
Bomber,Cannon,9357,54.63,5.0
Archers,Guards,9332,51.17,6.0
Baby Dragon,Ram Rider,9326,51.01,9.0
Fire Spirit,Skeletons,9326,34.99,2.0
Battle Ram,Skeleton Dragons,9321,46.29,8.0
Bandit,Wizard,9314,51.64,8.0
Goblin Barrel,Royal Hogs,9309,50.15,8.0
Electro Dragon,Lumberjack,9305,35.94,9.0
Prince,Wall Breakers,9305,45.45,7.0
Dart Goblin,Minions,9304,52.35,6.0
Baby Dragon,Spear Goblins,9292,56.51,6.0
Freeze,Goblin Barrel,9279,52.58,7.0
Prince,Vines,9263,53.74,8.0
Giant Snowball,Lightning,9250,21.51,8.0
Archers,Goblins,9235,59.92,5.0
Fireball,Royal Giant,9227,50.41,10.0
Tombstone,Tornado,9224,22.2,6.0
Archers,X-Bow,9208,44.22,9.0
Tombstone,Wizard,9202,59.29,8.0
Rage,Sparky,9202,40.74,8.0
Goblin Barrel,Ram Rider,9199,56.17,8.0
Skeleton Dragons,Witch,9199,57.44,9.0
Electro Wizard,Minions,9188,49.25,7.0
Electro Dragon,Tornado,9176,35.99,8.0
Electro Dragon,Elixir Golem,9176,34.08,8.0
Battle Healer,Electro Dragon,9160,32.52,9.0
Spear Goblins,The Log,9159,51.47,4.0
Electro Dragon,Skeleton Army,9159,55.48,8.0
Miner,Wizard,9148,39.8,8.0
Inferno Dragon,Skeletons,9144,56.09,5.0
Bomber,Tombstone,9128,47.06,5.0
Golden Knight,Knight,9104,53.93,7.0
Goblin Hut,Mega Minion,9095,41.22,7.0
Firecracker,Minions,9089,53.45,6.0
Bomber,Electro Wizard,9073,45.8,6.0
Dark Prince,Goblin Giant,9069,35.88,10.0
Sparky,The Log,9069,55.89,8.0
Archers,Goblin Cage,9046,65.05,7.0
Skeleton Barrel,Valkyrie,9046,52.54,7.0
Electro Wizard,Executioner,9031,55.82,9.0
Fire Spirit,Fireball,9006,42.36,5.0
Archers,Goblin Gang,9005,54.85,6.0
Electro Spirit,Goblin Cage,8998,31.47,5.0
Barbarians,Rocket,8991,40.57,11.0
Fire Spirit,Hog Rider,8983,47.19,5.0
Archers,Tombstone,8982,50.53,6.0
Goblin Hut,Poison,8974,34.09,8.0
Fire Spirit,Mini P.E.K.K.A,8969,52.7,5.0
Rocket,Skeleton Army,8969,52.92,9.0
Bandit,Valkyrie,8922,55.51,7.0
Miner,Mini P.E.K.K.A,8909,53.62,7.0
Balloon,Electro Wizard,8882,53.81,9.0
Elite Barbarians,Fireball,8874,54.32,10.0
Baby Dragon,Lightning,8861,31.57,10.0
Ram Rider,Royal Ghost,8843,43.19,8.0
Dart Goblin,Elite Barbarians,8836,54.67,9.0
Elixir Golem,Inferno Dragon,8814,33.54,7.0
Electro Dragon,The Log,8803,53.89,7.0
Balloon,Tornado,8799,30.4,8.0
Arrows,Royal Giant,8794,51.16,9.0
Barbarian Barrel,Electro Dragon,8791,34.68,7.0
Archers,Firecracker,8788,53.93,6.0
Arrows,Goblin Giant,8787,31.91,9.0
Musketeer,Prince,8785,57.64,9.0
Ice Spirit,Wall Breakers,8783,51.16,3.0
Ice Spirit,Vines,8783,52.36,4.0
Hog Rider,Lumberjack,8772,54.47,8.0
Giant Snowball,Ice Spirit,8760,50.63,3.0
Spear Goblins,Tombstone,8758,45.83,5.0
Balloon,Lava Hound,8751,30.23,12.0
Electro Wizard,Goblin Giant,8749,34.16,10.0
Archers,Electro Wizard,8748,55.49,7.0
