,arena,card_name,outcome,evo,count
632,Arena 10,Rascals,Won,0,1
633,Arena 10,Rascals,Won,1,1
634,Arena 10,Rocket,Lost,0,778
635,Arena 10,Rocket,Lost,1,24
636,Arena 10,Rocket,Won,0,308
637,Arena 10,Rocket,Won,1,16
638,Arena 10,Royal Ghost,Lost,0,120
639,Arena 10,Royal Ghost,Lost,1,66
640,Arena 10,Royal Ghost,Won,0,154
641,Arena 10,Royal Ghost,Won,1,71
642,Arena 10,Royal Giant,Lost,0,24
643,Arena 10,Royal Giant,Lost,1,23
644,Arena 10,Royal Giant,Won,0,48
645,Arena 10,Royal Giant,Won,1,31
646,Arena 10,Royal Hogs,Lost,0,1
647,Arena 10,Royal Hogs,Lost,1,2
648,Arena 10,Royal Hogs,Won,0,3
649,Arena 10,Royal Hogs,Won,1,2
650,Arena 10,Royal Recruits,Lost,0,45
651,Arena 10,Royal Recruits,Won,0,52
652,Arena 10,Royal Recruits,Won,1,2
653,Arena 10,Rune Giant,Lost,0,104
654,Arena 10,Rune Giant,Lost,1,12
655,Arena 10,Rune Giant,Won,0,114
656,Arena 10,Rune Giant,Won,1,12
657,Arena 10,Skeleton Army,Lost,0,45
658,Arena 10,Skeleton Army,Lost,1,282
659,Arena 10,Skeleton Army,Won,0,63
660,Arena 10,Skeleton Army,Won,1,399
661,Arena 10,Skeleton Barrel,Lost,0,32
662,Arena 10,Skeleton Barrel,Lost,1,24
663,Arena 10,Skeleton Barrel,Won,0,61
664,Arena 10,Skeleton Barrel,Won,1,53
665,Arena 10,Skeleton Dragons,Lost,0,447
666,Arena 10,Skeleton Dragons,Lost,1,30
667,Arena 10,Skeleton Dragons,Won,0,426
668,Arena 10,Skeleton Dragons,Won,1,40
669,Arena 10,Skeletons,Lost,0,3020
670,Arena 10,Skeletons,Lost,1,2
671,Arena 10,Skeletons,Won,0,2768
672,Arena 10,Skeletons,Won,1,4
673,Arena 10,Sparky,Lost,0,3
674,Arena 10,Sparky,Won,0,3
675,Arena 10,Spear Goblins,Lost,0,238
676,Arena 10,Spear Goblins,Lost,1,64
677,Arena 10,Spear Goblins,Won,0,388
678,Arena 10,Spear Goblins,Won,1,78
679,Arena 10,Tesla,Lost,1,8
680,Arena 10,Tesla,Won,1,2
681,Arena 10,The Log,Won,1,1
682,Arena 10,Three Musketeers,Lost,0,3
683,Arena 10,Three Musketeers,Lost,1,1
684,Arena 10,Three Musketeers,Won,0,1
685,Arena 10,Three Musketeers,Won,1,2
686,Arena 10,Tornado,Lost,0,1
687,Arena 10,Tornado,Won,0,1
688,Arena 10,Valkyrie,Lost,0,616
689,Arena 10,Valkyrie,Lost,1,201
690,Arena 10,Valkyrie,Won,0,535
691,Arena 10,Valkyrie,Won,1,312
692,Arena 10,Vines,Lost,0,1645
693,Arena 10,Vines,Lost,1,151
694,Arena 10,Vines,Won,0,1922
695,Arena 10,Vines,Won,1,194
696,Arena 10,Wall Breakers,Lost,0,27
697,Arena 10,Wall Breakers,Lost,1,4
698,Arena 10,Wall Breakers,Won,0,49
699,Arena 10,Wall Breakers,Won,1,5
700,Arena 10,X-Bow,Lost,0,124
701,Arena 10,X-Bow,Lost,1,5
702,Arena 10,X-Bow,Won,0,121
703,Arena 10,X-Bow,Won,1,5
704,Arena 10,Zap,Lost,0,3
705,Arena 10,Zap,Lost,1,1
706,Arena 10,Zap,Won,0,13
707,Arena 10,Zap,Won,1,2
708,Arena 10,Zappies,Won,1,1
709,Arena 7,Archers,Lost,0,143
710,Arena 7,Archers,Lost,1,12
711,Arena 7,Archers,Won,0,239
712,Arena 7,Archers,Won,1,20
713,Arena 7,Arrows,Lost,0,213
714,Arena 7,Arrows,Lost,1,121
715,Arena 7,Arrows,Won,0,336
716,Arena 7,Arrows,Won,1,121
717,Arena 7,Baby Dragon,Lost,0,1816
718,Arena 7,Baby Dragon,Lost,1,211
719,Arena 7,Baby Dragon,Won,0,2362
720,Arena 7,Baby Dragon,Won,1,239
721,Arena 7,Balloon,Won,1,1
722,Arena 7,Barbarian Barrel,Lost,0,7
723,Arena 7,Barbarian Barrel,Won,0,8
724,Arena 7,Bats,Lost,0,730
725,Arena 7,Bats,Lost,1,216
726,Arena 7,Bats,Won,0,1138
727,Arena 7,Bats,Won,1,79
728,Arena 7,Battle Ram,Lost,0,2389
729,Arena 7,Battle Ram,Lost,1,31
730,Arena 7,Battle Ram,Won,0,1978
731,Arena 7,Battle Ram,Won,1,45
732,Arena 7,Bomb Tower,Lost,0,720
733,Arena 7,Bomb Tower,Lost,1,4
734,Arena 7,Bomb Tower,Won,0,820
735,Arena 7,Bomb Tower,Won,1,8
736,Arena 7,Cannon,Lost,0,1679
737,Arena 7,Cannon,Lost,1,570
738,Arena 7,Cannon,Won,0,2209
739,Arena 7,Cannon,Won,1,114
740,Arena 7,Dark Prince,Lost,0,11
741,Arena 7,Dark Prince,Won,0,18
742,Arena 7,Dart Goblin,Won,0,1
743,Arena 7,Dart Goblin,Won,1,3
744,Arena 7,Electro Spirit,Lost,0,241
745,Arena 7,Electro Spirit,Lost,1,107
746,Arena 7,Electro Spirit,Won,0,406
747,Arena 7,Electro Spirit,Won,1,38
748,Arena 7,Executioner,Lost,0,57
749,Arena 7,Executioner,Lost,1,1
750,Arena 7,Executioner,Won,0,97
751,Arena 7,Executioner,Won,1,7
752,Arena 7,Fire Spirit,Lost,0,389
753,Arena 7,Fire Spirit,Lost,1,2
754,Arena 7,Fire Spirit,Won,0,178
755,Arena 7,Fire Spirit,Won,1,12
756,Arena 7,Fireball,Lost,0,3
757,Arena 7,Fireball,Lost,1,18
758,Arena 7,Fireball,Won,0,5
759,Arena 7,Fireball,Won,1,39
760,Arena 7,Furnace,Won,0,1
761,Arena 7,Giant Snowball,Won,1,1
762,Arena 7,Goblin Barrel,Lost,1,1
763,Arena 7,Goblin Cage,Lost,0,107
764,Arena 7,Goblin Cage,Lost,1,10
765,Arena 7,Goblin Cage,Won,0,174
766,Arena 7,Goblin Cage,Won,1,18
767,Arena 7,Goblin Giant,Won,0,1
768,Arena 7,Goblin Hut,Lost,0,1025
769,Arena 7,Goblin Hut,Lost,1,2
770,Arena 7,Goblin Hut,Won,0,1119
771,Arena 7,Goblin Hut,Won,1,3
772,Arena 7,Goblins,Lost,1,1
773,Arena 7,Goblins,Won,1,3
774,Arena 7,Guards,Lost,0,1929
775,Arena 7,Guards,Lost,1,39
776,Arena 7,Guards,Won,0,1827
777,Arena 7,Guards,Won,1,80
778,Arena 7,Hog Rider,Won,0,1
779,Arena 7,Hog Rider,Won,1,1
780,Arena 7,Hunter,Lost,0,51
781,Arena 7,Hunter,Won,0,85
782,Arena 7,Inferno Dragon,Lost,0,58
783,Arena 7,Inferno Dragon,Lost,1,9
784,Arena 7,Inferno Dragon,Won,0,78
785,Arena 7,Inferno Dragon,Won,1,20
786,Arena 7,Knight,Lost,0,180
787,Arena 7,Knight,Lost,1,54
788,Arena 7,Knight,Won,0,209
789,Arena 7,Knight,Won,1,67
790,Arena 7,Lava Hound,Lost,0,2
791,Arena 7,Lightning,Won,0,2
792,Arena 7,Miner,Won,0,1
793,Arena 7,Minion Horde,Lost,0,1
794,Arena 7,Minion Horde,Won,0,5
795,Arena 7,Minions,Lost,0,2219
796,Arena 7,Minions,Lost,1,86
797,Arena 7,Minions,Won,0,1934
798,Arena 7,Minions,Won,1,50
799,Arena 7,Mirror,Lost,0,1
800,Arena 7,Mortar,Lost,0,4
801,Arena 7,Mortar,Lost,1,1
802,Arena 7,Mortar,Won,0,3
803,Arena 7,Mortar,Won,1,1
804,Arena 7,Mother Witch,Won,0,1
805,Arena 7,Musketeer,Lost,0,174
806,Arena 7,Musketeer,Lost,1,77
807,Arena 7,Musketeer,Won,0,319
808,Arena 7,Musketeer,Won,1,66
809,Arena 7,P.E.K.K.A,Lost,0,2376
810,Arena 7,P.E.K.K.A,Lost,1,298
811,Arena 7,P.E.K.K.A,Won,0,2330
812,Arena 7,P.E.K.K.A,Won,1,254
813,Arena 7,Poison,Lost,0,1
814,Arena 7,Prince,Lost,0,149
815,Arena 7,Prince,Lost,1,32
816,Arena 7,Prince,Won,0,227
817,Arena 7,Prince,Won,1,50
818,Arena 7,Ram Rider,Lost,0,4
819,Arena 7,Ram Rider,Won,0,5
820,Arena 7,Rascals,Won,1,1
821,Arena 7,Rocket,Lost,0,584
822,Arena 7,Rocket,Lost,1,26
823,Arena 7,Rocket,Won,0,524
824,Arena 7,Rocket,Won,1,14
825,Arena 7,Royal Ghost,Lost,0,108
826,Arena 7,Royal Ghost,Lost,1,4
827,Arena 7,Royal Ghost,Won,0,180
828,Arena 7,Royal Ghost,Won,1,14
829,Arena 7,Royal Giant,Lost,0,100
830,Arena 7,Royal Giant,Lost,1,8
831,Arena 7,Royal Giant,Won,0,106
832,Arena 7,Royal Giant,Won,1,15
833,Arena 7,Royal Hogs,Lost,0,1
834,Arena 7,Royal Hogs,Won,0,3
835,Arena 7,Royal Recruits,Lost,0,99
836,Arena 7,Royal Recruits,Won,0,112
837,Arena 7,Skeleton Army,Lost,0,95
838,Arena 7,Skeleton Army,Lost,1,114
839,Arena 7,Skeleton Army,Won,0,127
840,Arena 7,Skeleton Army,Won,1,149
841,Arena 7,Skeleton Dragons,Lost,0,727
842,Arena 7,Skeleton Dragons,Lost,1,15
843,Arena 7,Skeleton Dragons,Won,0,991
844,Arena 7,Skeleton Dragons,Won,1,17
845,Arena 7,Skeletons,Lost,0,3823
846,Arena 7,Skeletons,Won,0,1925
847,Arena 7,Spear Goblins,Lost,0,465
848,Arena 7,Spear Goblins,Lost,1,17
849,Arena 7,Spear Goblins,Won,0,456
850,Arena 7,Spear Goblins,Won,1,27
851,Arena 7,Three Musketeers,Lost,0,16
852,Arena 7,Three Musketeers,Won,0,18
853,Arena 7,Three Musketeers,Won,1,3
854,Arena 7,Valkyrie,Lost,0,157
855,Arena 7,Valkyrie,Lost,1,16
856,Arena 7,Valkyrie,Won,0,282
857,Arena 7,Valkyrie,Won,1,49
858,Arena 7,Wall Breakers,Lost,1,1
859,Arena 7,Wall Breakers,Won,0,7
860,Arena 7,Wizard,Won,1,2
861,Arena 7,Zap,Won,1,1
862,Arena 8,Archers,Lost,0,142
863,Arena 8,Archers,Lost,1,25
864,Arena 8,Archers,Won,0,236
865,Arena 8,Archers,Won,1,36
866,Arena 8,Arrows,Lost,0,225
867,Arena 8,Arrows,Lost,1,342
868,Arena 8,Arrows,Won,0,296
869,Arena 8,Arrows,Won,1,276
870,Arena 8,Baby Dragon,Lost,0,3010
871,Arena 8,Baby Dragon,Lost,1,427
872,Arena 8,Baby Dragon,Won,0,2869
873,Arena 8,Baby Dragon,Won,1,347
874,Arena 8,Bandit,Won,0,3
875,Arena 8,Barbarian Barrel,Lost,0,4
876,Arena 8,Barbarian Barrel,Won,0,23
877,Arena 8,Barbarian Barrel,Won,1,3
878,Arena 8,Bats,Lost,0,1044
879,Arena 8,Bats,Lost,1,164
880,Arena 8,Bats,Won,0,1149
881,Arena 8,Bats,Won,1,142
882,Arena 8,Battle Healer,Lost,0,641
883,Arena 8,Battle Healer,Lost,1,10
884,Arena 8,Battle Healer,Won,0,647
885,Arena 8,Battle Healer,Won,1,21
886,Arena 8,Battle Ram,Lost,0,1527
887,Arena 8,Battle Ram,Lost,1,105
888,Arena 8,Battle Ram,Won,0,1318
889,Arena 8,Battle Ram,Won,1,65
890,Arena 8,Bomb Tower,Lost,0,548
891,Arena 8,Bomb Tower,Lost,1,2
892,Arena 8,Bomb Tower,Won,0,703
893,Arena 8,Bomb Tower,Won,1,7
894,Arena 8,Cannon,Lost,0,2210
895,Arena 8,Cannon,Lost,1,350
896,Arena 8,Cannon,Won,0,2666
897,Arena 8,Cannon,Won,1,159
898,Arena 8,Dark Prince,Lost,0,11
899,Arena 8,Dark Prince,Won,0,5
900,Arena 8,Dart Goblin,Lost,0,4
901,Arena 8,Dart Goblin,Lost,1,1
902,Arena 8,Dart Goblin,Won,0,7
903,Arena 8,Dart Goblin,Won,1,1
904,Arena 8,Electro Spirit,Lost,0,249
905,Arena 8,Electro Spirit,Lost,1,163
906,Arena 8,Electro Spirit,Won,0,338
907,Arena 8,Electro Spirit,Won,1,96
908,Arena 8,Executioner,Lost,0,82
909,Arena 8,Executioner,Lost,1,4
910,Arena 8,Executioner,Won,0,159
911,Arena 8,Executioner,Won,1,6
912,Arena 8,Fire Spirit,Lost,0,274
913,Arena 8,Fire Spirit,Lost,1,13
914,Arena 8,Fire Spirit,Won,0,129
915,Arena 8,Fire Spirit,Won,1,37
916,Arena 8,Fireball,Lost,0,9
917,Arena 8,Fireball,Lost,1,9
918,Arena 8,Fireball,Won,0,10
919,Arena 8,Fireball,Won,1,20
920,Arena 8,Furnace,Won,0,2
921,Arena 8,Furnace,Won,1,2
922,Arena 8,Giant Skeleton,Lost,1,1
923,Arena 8,Giant Skeleton,Won,1,1
924,Arena 8,Giant Snowball,Lost,0,537
925,Arena 8,Giant Snowball,Lost,1,61
926,Arena 8,Giant Snowball,Won,0,612
927,Arena 8,Giant Snowball,Won,1,92
928,Arena 8,Goblin Barrel,Lost,0,1
929,Arena 8,Goblin Barrel,Lost,1,2
930,Arena 8,Goblin Barrel,Won,0,6
931,Arena 8,Goblin Cage,Lost,0,270
932,Arena 8,Goblin Cage,Lost,1,21
933,Arena 8,Goblin Cage,Won,0,269
934,Arena 8,Goblin Cage,Won,1,23
935,Arena 8,Goblin Gang,Lost,1,1
936,Arena 8,Goblin Hut,Lost,0,754
937,Arena 8,Goblin Hut,Lost,1,3
938,Arena 8,Goblin Hut,Won,0,1003
939,Arena 8,Goblin Hut,Won,1,3
940,Arena 8,Goblins,Won,1,1
941,Arena 8,Guards,Lost,0,1243
942,Arena 8,Guards,Lost,1,65
943,Arena 8,Guards,Won,0,1349
944,Arena 8,Guards,Won,1,114
945,Arena 8,Hog Rider,Lost,1,1
946,Arena 8,Hog Rider,Won,1,4
947,Arena 8,Hunter,Lost,0,57
948,Arena 8,Hunter,Won,0,75
949,Arena 8,Ice Spirit,Won,0,1
950,Arena 8,Ice Spirit,Won,1,1
951,Arena 8,Inferno Dragon,Lost,0,84
952,Arena 8,Inferno Dragon,Lost,1,37
953,Arena 8,Inferno Dragon,Won,0,107
954,Arena 8,Inferno Dragon,Won,1,66
955,Arena 8,Inferno Tower,Lost,1,1
956,Arena 8,Knight,Lost,0,348
957,Arena 8,Knight,Lost,1,178
958,Arena 8,Knight,Won,0,364
959,Arena 8,Knight,Won,1,127
960,Arena 8,Lava Hound,Won,0,2
961,Arena 8,Lightning,Lost,0,152
962,Arena 8,Lightning,Lost,1,11
963,Arena 8,Lightning,Won,0,176
964,Arena 8,Lightning,Won,1,13
965,Arena 8,Miner,Lost,1,1
966,Arena 8,Miner,Won,1,1
967,Arena 8,Minion Horde,Lost,0,3
968,Arena 8,Minion Horde,Lost,1,1
969,Arena 8,Minion Horde,Won,0,3
970,Arena 8,Minions,Lost,0,2519
971,Arena 8,Minions,Lost,1,66
972,Arena 8,Minions,Won,0,2094
973,Arena 8,Minions,Won,1,22
974,Arena 8,Mirror,Lost,0,1
975,Arena 8,Mirror,Won,0,3
976,Arena 8,Mortar,Lost,0,15
977,Arena 8,Mortar,Lost,1,3
978,Arena 8,Mortar,Won,0,27
979,Arena 8,Mortar,Won,1,6
980,Arena 8,Mother Witch,Lost,0,1
981,Arena 8,Musketeer,Lost,0,274
982,Arena 8,Musketeer,Lost,1,147
983,Arena 8,Musketeer,Won,0,429
984,Arena 8,Musketeer,Won,1,101
985,Arena 8,P.E.K.K.A,Lost,0,2101
986,Arena 8,P.E.K.K.A,Lost,1,164
987,Arena 8,P.E.K.K.A,Won,0,1936
988,Arena 8,P.E.K.K.A,Won,1,240
989,Arena 8,Poison,Lost,0,1
990,Arena 8,Poison,Won,0,2
991,Arena 8,Prince,Lost,0,267
992,Arena 8,Prince,Lost,1,129
993,Arena 8,Prince,Won,0,339
994,Arena 8,Prince,Won,1,150
995,Arena 8,Ram Rider,Lost,0,6
996,Arena 8,Ram Rider,Lost,1,1
997,Arena 8,Ram Rider,Won,0,7
998,Arena 8,Rascals,Won,0,1
999,Arena 8,Rocket,Lost,0,247
1000,Arena 8,Rocket,Lost,1,12
1001,Arena 8,Rocket,Won,0,251
1002,Arena 8,Rocket,Won,1,14
1003,Arena 8,Royal Delivery,Won,1,1
1004,Arena 8,Royal Ghost,Lost,0,142
1005,Arena 8,Royal Ghost,Lost,1,22
1006,Arena 8,Royal Ghost,Won,0,198
1007,Arena 8,Royal Ghost,Won,1,38
1008,Arena 8,Royal Giant,Lost,0,38
1009,Arena 8,Royal Giant,Lost,1,16
1010,Arena 8,Royal Giant,Won,0,60
1011,Arena 8,Royal Giant,Won,1,24
1012,Arena 8,Royal Hogs,Lost,0,6
1013,Arena 8,Royal Hogs,Won,0,10
1014,Arena 8,Royal Recruits,Lost,0,67
1015,Arena 8,Royal Recruits,Lost,1,1
1016,Arena 8,Royal Recruits,Won,0,107
1017,Arena 8,Skeleton Army,Lost,0,89
1018,Arena 8,Skeleton Army,Lost,1,90
1019,Arena 8,Skeleton Army,Won,0,115
1020,Arena 8,Skeleton Army,Won,1,140
1021,Arena 8,Skeleton Dragons,Lost,0,766
1022,Arena 8,Skeleton Dragons,Lost,1,13
1023,Arena 8,Skeleton Dragons,Won,0,745
1024,Arena 8,Skeleton Dragons,Won,1,21
1025,Arena 8,Skeletons,Lost,0,3215
1026,Arena 8,Skeletons,Won,0,1986
1027,Arena 8,Spear Goblins,Lost,0,478
1028,Arena 8,Spear Goblins,Lost,1,32
1029,Arena 8,Spear Goblins,Won,0,534
1030,Arena 8,Spear Goblins,Won,1,52
1031,Arena 8,Tesla,Lost,1,1
1032,Arena 8,Three Musketeers,Lost,0,7
1033,Arena 8,Three Musketeers,Lost,1,4
1034,Arena 8,Three Musketeers,Won,0,2
1035,Arena 8,Three Musketeers,Won,1,2
1036,Arena 8,Valkyrie,Lost,0,261
1037,Arena 8,Valkyrie,Lost,1,92
1038,Arena 8,Valkyrie,Won,0,350
1039,Arena 8,Valkyrie,Won,1,121
1040,Arena 8,Vines,Lost,0,1066
1041,Arena 8,Vines,Lost,1,56
1042,Arena 8,Vines,Won,0,1254
1043,Arena 8,Vines,Won,1,64
1044,Arena 8,Wall Breakers,Lost,0,3
1045,Arena 8,Wall Breakers,Lost,1,1
1046,Arena 8,Wall Breakers,Won,0,12
1047,Arena 8,X-Bow,Lost,0,3
1048,Arena 8,X-Bow,Won,0,10
1049,Arena 8,Zap,Lost,0,1
1050,Arena 8,Zap,Lost,1,4
1051,Arena 8,Zap,Won,0,2
1052,Arena 8,Zap,Won,1,9
1053,Arena 9,Archers,Lost,0,227
1054,Arena 9,Archers,Lost,1,26
1055,Arena 9,Archers,Won,0,361
1056,Arena 9,Archers,Won,1,48
1057,Arena 9,Arrows,Lost,0,497
1058,Arena 9,Arrows,Lost,1,759
1059,Arena 9,Arrows,Won,0,516
1060,Arena 9,Arrows,Won,1,455
1061,Arena 9,Baby Dragon,Lost,0,4457
1062,Arena 9,Baby Dragon,Lost,1,408
1063,Arena 9,Baby Dragon,Won,0,3713
1064,Arena 9,Baby Dragon,Won,1,559
1065,Arena 9,Balloon,Won,1,4
1066,Arena 9,Bandit,Lost,0,1
1067,Arena 9,Bandit,Won,0,3
1068,Arena 9,Barbarian Barrel,Lost,0,170
1069,Arena 9,Barbarian Barrel,Lost,1,71
1070,Arena 9,Barbarian Barrel,Won,0,257
1071,Arena 9,Barbarian Barrel,Won,1,88
1072,Arena 9,Bats,Lost,0,2181
1073,Arena 9,Bats,Lost,1,80
1074,Arena 9,Bats,Won,0,1642
1075,Arena 9,Bats,Won,1,103
1076,Arena 9,Battle Healer,Lost,0,324
1077,Arena 9,Battle Healer,Lost,1,9
1078,Arena 9,Battle Healer,Won,0,340
1079,Arena 9,Battle Healer,Won,1,10
1080,Arena 9,Battle Ram,Lost,0,1314
1081,Arena 9,Battle Ram,Lost,1,65
1082,Arena 9,Battle Ram,Won,0,1158
1083,Arena 9,Battle Ram,Won,1,86
1084,Arena 9,Berserker,Won,1,1
1085,Arena 9,Bomb Tower,Lost,0,1009
1086,Arena 9,Bomb Tower,Lost,1,6
1087,Arena 9,Bomb Tower,Won,0,1083
1088,Arena 9,Bomb Tower,Won,1,18
1089,Arena 9,Bowler,Lost,0,1
1090,Arena 9,Cannon,Lost,0,3070
1091,Arena 9,Cannon,Lost,1,94
1092,Arena 9,Cannon,Won,0,3917
1093,Arena 9,Cannon,Won,1,154
1094,Arena 9,Dark Prince,Lost,0,23
1095,Arena 9,Dark Prince,Won,0,22
1096,Arena 9,Dart Goblin,Lost,0,1635
1097,Arena 9,Dart Goblin,Lost,1,237
1098,Arena 9,Dart Goblin,Won,0,1800
1099,Arena 9,Dart Goblin,Won,1,375
1100,Arena 9,Electro Spirit,Lost,0,443
1101,Arena 9,Electro Spirit,Lost,1,238
1102,Arena 9,Electro Spirit,Won,0,390
1103,Arena 9,Electro Spirit,Won,1,166
1104,Arena 9,Electro Wizard,Lost,0,1
1105,Arena 9,Electro Wizard,Won,0,1
1106,Arena 9,Electro Wizard,Won,1,1
1107,Arena 9,Executioner,Lost,0,271
1108,Arena 9,Executioner,Lost,1,12
1109,Arena 9,Executioner,Won,0,418
1110,Arena 9,Executioner,Won,1,31
1111,Arena 9,Fire Spirit,Lost,0,118
1112,Arena 9,Fire Spirit,Lost,1,15
1113,Arena 9,Fire Spirit,Won,0,77
1114,Arena 9,Fire Spirit,Won,1,34
1115,Arena 9,Fireball,Lost,0,6
1116,Arena 9,Fireball,Lost,1,19
1117,Arena 9,Fireball,Won,0,9
1118,Arena 9,Fireball,Won,1,36
1119,Arena 9,Fisherman,Won,0,1
1120,Arena 9,Flying Machine,Lost,0,1
1121,Arena 9,Furnace,Lost,0,2
1122,Arena 9,Furnace,Lost,1,3
1123,Arena 9,Furnace,Won,0,2
1124,Arena 9,Furnace,Won,1,1
1125,Arena 9,Giant Skeleton,Lost,0,1
1126,Arena 9,Giant Skeleton,Won,1,2
1127,Arena 9,Giant Snowball,Lost,0,265
1128,Arena 9,Giant Snowball,Lost,1,122
1129,Arena 9,Giant Snowball,Won,0,402
1130,Arena 9,Giant Snowball,Won,1,154
1131,Arena 9,Goblin Barrel,Lost,1,1
1132,Arena 9,Goblin Barrel,Won,1,3
1133,Arena 9,Goblin Cage,Lost,0,137
1134,Arena 9,Goblin Cage,Lost,1,42
1135,Arena 9,Goblin Cage,Won,0,204
1136,Arena 9,Goblin Cage,Won,1,52
1137,Arena 9,Goblin Gang,Lost,1,7
1138,Arena 9,Goblin Gang,Won,1,3
1139,Arena 9,Goblin Giant,Lost,0,71
1140,Arena 9,Goblin Giant,Lost,1,39
1141,Arena 9,Goblin Giant,Won,0,63
1142,Arena 9,Goblin Giant,Won,1,55
1143,Arena 9,Goblin Hut,Lost,0,1176
1144,Arena 9,Goblin Hut,Lost,1,5
1145,Arena 9,Goblin Hut,Won,0,1274
1146,Arena 9,Goblin Hut,Won,1,4
1147,Arena 9,Goblin Machine,Won,0,1
1148,Arena 9,Goblin Machine,Won,1,1
1149,Arena 9,Graveyard,Lost,0,2
1150,Arena 9,Guards,Lost,0,1164
1151,Arena 9,Guards,Lost,1,85
1152,Arena 9,Guards,Won,0,1437
1153,Arena 9,Guards,Won,1,133
1154,Arena 9,Hog Rider,Lost,0,1
1155,Arena 9,Hog Rider,Lost,1,1
1156,Arena 9,Hog Rider,Won,1,4
1157,Arena 9,Hunter,Lost,0,53
1158,Arena 9,Hunter,Won,0,84
1159,Arena 9,Ice Spirit,Lost,0,1
1160,Arena 9,Ice Spirit,Won,1,1
1161,Arena 9,Inferno Dragon,Lost,0,106
1162,Arena 9,Inferno Dragon,Lost,1,180
1163,Arena 9,Inferno Dragon,Won,0,154
1164,Arena 9,Inferno Dragon,Won,1,234
1165,Arena 9,Inferno Tower,Lost,0,1
1166,Arena 9,Inferno Tower,Lost,1,1
1167,Arena 9,Knight,Lost,0,424
1168,Arena 9,Knight,Lost,1,75
1169,Arena 9,Knight,Won,0,404
1170,Arena 9,Knight,Won,1,183
1171,Arena 9,Lava Hound,Won,0,1
1172,Arena 9,Lightning,Lost,0,531
1173,Arena 9,Lightning,Lost,1,18
1174,Arena 9,Lightning,Won,0,308
1175,Arena 9,Lightning,Won,1,28
1176,Arena 9,Mega Minion,Won,0,1
1177,Arena 9,Miner,Won,1,1
1178,Arena 9,Minion Horde,Lost,0,21
1179,Arena 9,Minion Horde,Lost,1,1
1180,Arena 9,Minion Horde,Won,0,33
1181,Arena 9,Minions,Lost,0,2753
1182,Arena 9,Minions,Lost,1,15
1183,Arena 9,Minions,Won,0,2374
1184,Arena 9,Minions,Won,1,18
1185,Arena 9,Mirror,Lost,0,5
1186,Arena 9,Mirror,Won,0,8
1187,Arena 9,Mortar,Lost,0,20
1188,Arena 9,Mortar,Lost,1,8
1189,Arena 9,Mortar,Won,0,39
1190,Arena 9,Mortar,Won,1,6
1191,Arena 9,Mother Witch,Won,0,1
1192,Arena 9,Musketeer,Lost,0,215
1193,Arena 9,Musketeer,Lost,1,62
1194,Arena 9,Musketeer,Won,0,362
1195,Arena 9,Musketeer,Won,1,84
1196,Arena 9,P.E.K.K.A,Lost,0,1566
1197,Arena 9,P.E.K.K.A,Lost,1,205
1198,Arena 9,P.E.K.K.A,Won,0,1386
1199,Arena 9,P.E.K.K.A,Won,1,266
1200,Arena 9,Poison,Lost,0,165
1201,Arena 9,Poison,Lost,1,68
1202,Arena 9,Poison,Won,0,228
1203,Arena 9,Poison,Won,1,60
1204,Arena 9,Prince,Lost,0,441
1205,Arena 9,Prince,Lost,1,196
1206,Arena 9,Prince,Won,0,399
1207,Arena 9,Prince,Won,1,256
1208,Arena 9,Ram Rider,Lost,0,14
1209,Arena 9,Ram Rider,Won,0,30
1210,Arena 9,Ram Rider,Won,1,1
1211,Arena 9,Rascals,Lost,0,1
1212,Arena 9,Rascals,Won,1,1
1213,Arena 9,Rocket,Lost,0,498
1214,Arena 9,Rocket,Lost,1,11
1215,Arena 9,Rocket,Won,0,372
1216,Arena 9,Rocket,Won,1,9
1217,Arena 9,Royal Ghost,Lost,0,133
1218,Arena 9,Royal Ghost,Lost,1,41
1219,Arena 9,Royal Ghost,Won,0,184
1220,Arena 9,Royal Ghost,Won,1,64
1221,Arena 9,Royal Giant,Lost,0,52
1222,Arena 9,Royal Giant,Lost,1,13
1223,Arena 9,Royal Giant,Won,0,58
1224,Arena 9,Royal Giant,Won,1,14
1225,Arena 9,Royal Hogs,Lost,0,5
1226,Arena 9,Royal Hogs,Lost,1,2
1227,Arena 9,Royal Hogs,Won,0,5
1228,Arena 9,Royal Hogs,Won,1,1
1229,Arena 9,Royal Recruits,Lost,0,68
1230,Arena 9,Royal Recruits,Won,0,83
1231,Arena 9,Rune Giant,Lost,0,126
1232,Arena 9,Rune Giant,Lost,1,8
1233,Arena 9,Rune Giant,Won,0,120
1234,Arena 9,Rune Giant,Won,1,13
1235,Arena 9,Skeleton Army,Lost,0,107
1236,Arena 9,Skeleton Army,Lost,1,225
1237,Arena 9,Skeleton Army,Won,0,139
1238,Arena 9,Skeleton Army,Won,1,306
1239,Arena 9,Skeleton Barrel,Lost,0,71
1240,Arena 9,Skeleton Barrel,Lost,1,46
1241,Arena 9,Skeleton Barrel,Won,0,88
1242,Arena 9,Skeleton Barrel,Won,1,61
1243,Arena 9,Skeleton Dragons,Lost,0,760
1244,Arena 9,Skeleton Dragons,Lost,1,34
1245,Arena 9,Skeleton Dragons,Won,0,713
1246,Arena 9,Skeleton Dragons,Won,1,60
1247,Arena 9,Skeletons,Lost,0,2628
1248,Arena 9,Skeletons,Won,0,2417
