,arena,card_name,outcome,count
2635,Arena 19,Electro Dragon,Won,1699
2636,Arena 19,Electro Giant,Lost,919
2637,Arena 19,Electro Giant,Won,568
2638,Arena 19,Electro Spirit,Lost,1896
2639,Arena 19,Electro Spirit,Won,1749
2640,Arena 19,Electro Wizard,Lost,5796
2641,Arena 19,Electro Wizard,Won,6058
2642,Arena 19,Elite Barbarians,Lost,2929
2643,Arena 19,Elite Barbarians,Won,2757
2644,Arena 19,Elixir Collector,Lost,564
2645,Arena 19,Elixir Collector,Won,308
2646,Arena 19,Elixir Golem,Lost,1500
2647,Arena 19,Elixir Golem,Won,1026
2648,Arena 19,Executioner,Lost,2354
2649,Arena 19,Executioner,Won,2479
2650,Arena 19,Fire Spirit,Lost,776
2651,Arena 19,Fire Spirit,Won,681
2652,Arena 19,Fireball,Lost,6286
2653,Arena 19,Fireball,Won,6900
2654,Arena 19,Firecracker,Lost,7792
2655,Arena 19,Firecracker,Won,8946
2656,Arena 19,Fisherman,Lost,465
2657,Arena 19,Fisherman,Won,389
2658,Arena 19,Flying Machine,Lost,601
2659,Arena 19,Flying Machine,Won,371
2660,Arena 19,Freeze,Lost,1819
2661,Arena 19,Freeze,Won,1525
2662,Arena 19,Furnace,Lost,1027
2663,Arena 19,Furnace,Won,1083
2664,Arena 19,Giant,Lost,1080
2665,Arena 19,Giant,Won,695
2666,Arena 19,Giant Skeleton,Lost,1300
2667,Arena 19,Giant Skeleton,Won,1355
2668,Arena 19,Giant Snowball,Lost,2289
2669,Arena 19,Giant Snowball,Won,1812
2670,Arena 19,Goblin Barrel,Lost,10535
2671,Arena 19,Goblin Barrel,Won,11895
2672,Arena 19,Goblin Cage,Lost,1365
2673,Arena 19,Goblin Cage,Won,925
2674,Arena 19,Goblin Curse,Lost,1206
2675,Arena 19,Goblin Curse,Won,831
2676,Arena 19,Goblin Demolisher,Lost,81
2677,Arena 19,Goblin Demolisher,Won,91
2678,Arena 19,Goblin Drill,Lost,220
2679,Arena 19,Goblin Drill,Won,197
2680,Arena 19,Goblin Gang,Lost,5670
2681,Arena 19,Goblin Gang,Won,6263
2682,Arena 19,Goblin Giant,Lost,1139
2683,Arena 19,Goblin Giant,Won,666
2684,Arena 19,Goblin Hut,Lost,690
2685,Arena 19,Goblin Hut,Won,621
2686,Arena 19,Goblin Machine,Lost,780
2687,Arena 19,Goblin Machine,Won,385
2688,Arena 19,Goblins,Lost,318
2689,Arena 19,Goblins,Won,405
2690,Arena 19,Goblinstein,Lost,691
2691,Arena 19,Goblinstein,Won,629
2692,Arena 19,Golden Knight,Lost,3870
2693,Arena 19,Golden Knight,Won,4309
2694,Arena 19,Golem,Lost,1157
2695,Arena 19,Golem,Won,920
2696,Arena 19,Graveyard,Lost,2124
2697,Arena 19,Graveyard,Won,1164
2698,Arena 19,Guards,Lost,2884
2699,Arena 19,Guards,Won,2756
2700,Arena 19,Heal Spirit,Lost,702
2701,Arena 19,Heal Spirit,Won,367
2702,Arena 19,Hog Rider,Lost,8463
2703,Arena 19,Hog Rider,Won,9602
2704,Arena 19,Hunter,Lost,505
2705,Arena 19,Hunter,Won,554
2706,Arena 19,Ice Golem,Lost,1417
2707,Arena 19,Ice Golem,Won,1220
2708,Arena 19,Ice Spirit,Lost,6344
2709,Arena 19,Ice Spirit,Won,6577
2710,Arena 19,Ice Wizard,Lost,3782
2711,Arena 19,Ice Wizard,Won,2924
2712,Arena 19,Inferno Dragon,Lost,4665
2713,Arena 19,Inferno Dragon,Won,4100
2714,Arena 19,Inferno Tower,Lost,2452
2715,Arena 19,Inferno Tower,Won,2677
2716,Arena 19,Knight,Lost,9309
2717,Arena 19,Knight,Won,10315
2718,Arena 19,Lava Hound,Lost,528
2719,Arena 19,Lava Hound,Won,293
2720,Arena 19,Lightning,Lost,1568
2721,Arena 19,Lightning,Won,886
2722,Arena 19,Little Prince,Lost,1175
2723,Arena 19,Little Prince,Won,1271
2724,Arena 19,Lumberjack,Lost,4059
2725,Arena 19,Lumberjack,Won,3702
2726,Arena 19,Magic Archer,Lost,2068
2727,Arena 19,Magic Archer,Won,2076
2728,Arena 19,Mega Knight,Lost,12585
2729,Arena 19,Mega Knight,Won,14284
2730,Arena 19,Mega Minion,Lost,1513
2731,Arena 19,Mega Minion,Won,952
2732,Arena 19,Mighty Miner,Lost,1761
2733,Arena 19,Mighty Miner,Won,1910
2734,Arena 19,Miner,Lost,1946
2735,Arena 19,Miner,Won,1684
2736,Arena 19,Mini P.E.K.K.A,Lost,9432
2737,Arena 19,Mini P.E.K.K.A,Won,10601
2738,Arena 19,Minion Horde,Lost,1790
2739,Arena 19,Minion Horde,Won,1888
2740,Arena 19,Minions,Lost,3200
2741,Arena 19,Minions,Won,3414
2742,Arena 19,Mirror,Lost,904
2743,Arena 19,Mirror,Won,933
2744,Arena 19,Monk,Lost,280
2745,Arena 19,Monk,Won,310
2746,Arena 19,Mortar,Lost,413
2747,Arena 19,Mortar,Won,454
2748,Arena 19,Mother Witch,Lost,1259
2749,Arena 19,Mother Witch,Won,1007
2750,Arena 19,Musketeer,Lost,2361
2751,Arena 19,Musketeer,Won,2529
2752,Arena 19,Night Witch,Lost,914
2753,Arena 19,Night Witch,Won,577
2754,Arena 19,P.E.K.K.A,Lost,4824
2755,Arena 19,P.E.K.K.A,Won,4467
2756,Arena 19,Phoenix,Lost,434
2757,Arena 19,Phoenix,Won,176
2758,Arena 19,Poison,Lost,2181
2759,Arena 19,Poison,Won,1402
2760,Arena 19,Prince,Lost,3504
2761,Arena 19,Prince,Won,3506
2762,Arena 19,Princess,Lost,5072
2763,Arena 19,Princess,Won,5583
2764,Arena 19,Rage,Lost,4026
2765,Arena 19,Rage,Won,3301
2766,Arena 19,Ram Rider,Lost,2024
2767,Arena 19,Ram Rider,Won,1862
2768,Arena 19,Rascals,Lost,242
2769,Arena 19,Rascals,Won,247
2770,Arena 19,Rocket,Lost,1465
2771,Arena 19,Rocket,Won,1426
2772,Arena 19,Royal Delivery,Lost,1340
2773,Arena 19,Royal Delivery,Won,1408
2774,Arena 19,Royal Ghost,Lost,3668
2775,Arena 19,Royal Ghost,Won,3551
2776,Arena 19,Royal Giant,Lost,1280
2777,Arena 19,Royal Giant,Won,1214
2778,Arena 19,Royal Hogs,Lost,1131
2779,Arena 19,Royal Hogs,Won,891
2780,Arena 19,Royal Recruits,Lost,895
2781,Arena 19,Royal Recruits,Won,642
2782,Arena 19,Rune Giant,Lost,108
2783,Arena 19,Rune Giant,Won,66
2784,Arena 19,Skeleton Army,Lost,11507
2785,Arena 19,Skeleton Army,Won,12644
2786,Arena 19,Skeleton Barrel,Lost,2140
2787,Arena 19,Skeleton Barrel,Won,2108
2788,Arena 19,Skeleton Dragons,Lost,586
2789,Arena 19,Skeleton Dragons,Won,385
2790,Arena 19,Skeleton King,Lost,3293
2791,Arena 19,Skeleton King,Won,3243
2792,Arena 19,Skeletons,Lost,6399
2793,Arena 19,Skeletons,Won,6600
2794,Arena 19,Sparky,Lost,1981
2795,Arena 19,Sparky,Won,1746
2796,Arena 19,Spear Goblins,Lost,1296
2797,Arena 19,Spear Goblins,Won,1159
2798,Arena 19,Spirit Empress,Lost,299
2799,Arena 19,Spirit Empress,Won,243
2800,Arena 19,Suspicious Bush,Lost,350
2801,Arena 19,Suspicious Bush,Won,316
2802,Arena 19,Tesla,Lost,8395
2803,Arena 19,Tesla,Won,9388
2804,Arena 19,The Log,Lost,17213
2805,Arena 19,The Log,Won,19667
2806,Arena 19,Three Musketeers,Lost,224
2807,Arena 19,Three Musketeers,Won,114
2808,Arena 19,Tombstone,Lost,1985
2809,Arena 19,Tombstone,Won,1563
2810,Arena 19,Tornado,Lost,3180
2811,Arena 19,Tornado,Won,1558
2812,Arena 19,Valkyrie,Lost,8662
2813,Arena 19,Valkyrie,Won,10042
2814,Arena 19,Vines,Lost,2702
2815,Arena 19,Vines,Won,2876
2816,Arena 19,Void,Lost,98
2817,Arena 19,Void,Won,101
2818,Arena 19,Wall Breakers,Lost,2975
2819,Arena 19,Wall Breakers,Won,2938
2820,Arena 19,Witch,Lost,11027
2821,Arena 19,Witch,Won,12564
2822,Arena 19,Wizard,Lost,5997
2823,Arena 19,Wizard,Won,6858
2824,Arena 19,X-Bow,Lost,575
2825,Arena 19,X-Bow,Won,530
2826,Arena 19,Zap,Lost,7081
2827,Arena 19,Zap,Won,6772
2828,Arena 19,Zappies,Lost,536
2829,Arena 19,Zappies,Won,365
2830,Arena 20,Archer Queen,Lost,970
2831,Arena 20,Archer Queen,Won,826
2832,Arena 20,Archers,Lost,3531
2833,Arena 20,Archers,Won,4010
2834,Arena 20,Arrows,Lost,9822
2835,Arena 20,Arrows,Won,9147
2836,Arena 20,Baby Dragon,Lost,4639
2837,Arena 20,Baby Dragon,Won,4188
2838,Arena 20,Balloon,Lost,2834
2839,Arena 20,Balloon,Won,2684
2840,Arena 20,Bandit,Lost,2506
2841,Arena 20,Bandit,Won,2215
2842,Arena 20,Barbarian Barrel,Lost,4003
2843,Arena 20,Barbarian Barrel,Won,2535
2844,Arena 20,Barbarian Hut,Lost,34
2845,Arena 20,Barbarian Hut,Won,25
2846,Arena 20,Barbarians,Lost,2134
2847,Arena 20,Barbarians,Won,2223
2848,Arena 20,Bats,Lost,4895
2849,Arena 20,Bats,Won,5174
2850,Arena 20,Battle Healer,Lost,731
2851,Arena 20,Battle Healer,Won,370
2852,Arena 20,Battle Ram,Lost,1404
2853,Arena 20,Battle Ram,Won,1273
2854,Arena 20,Berserker,Lost,671
2855,Arena 20,Berserker,Won,578
2856,Arena 20,Bomb Tower,Lost,302
2857,Arena 20,Bomb Tower,Won,325
2858,Arena 20,Bomber,Lost,2132
2859,Arena 20,Bomber,Won,1756
2860,Arena 20,Boss Bandit,Lost,2858
2861,Arena 20,Boss Bandit,Won,2951
2862,Arena 20,Bowler,Lost,937
2863,Arena 20,Bowler,Won,729
2864,Arena 20,Cannon,Lost,5244
2865,Arena 20,Cannon,Won,5317
2866,Arena 20,Cannon Cart,Lost,92
2867,Arena 20,Cannon Cart,Won,99
2868,Arena 20,Clone,Lost,1065
2869,Arena 20,Clone,Won,836
2870,Arena 20,Dark Prince,Lost,1871
2871,Arena 20,Dark Prince,Won,1784
2872,Arena 20,Dart Goblin,Lost,5778
2873,Arena 20,Dart Goblin,Won,6401
2874,Arena 20,Earthquake,Lost,690
2875,Arena 20,Earthquake,Won,700
2876,Arena 20,Electro Dragon,Lost,1710
2877,Arena 20,Electro Dragon,Won,1239
2878,Arena 20,Electro Giant,Lost,771
2879,Arena 20,Electro Giant,Won,605
2880,Arena 20,Electro Spirit,Lost,1732
2881,Arena 20,Electro Spirit,Won,1704
2882,Arena 20,Electro Wizard,Lost,5260
2883,Arena 20,Electro Wizard,Won,5673
2884,Arena 20,Elite Barbarians,Lost,2828
2885,Arena 20,Elite Barbarians,Won,2906
2886,Arena 20,Elixir Collector,Lost,472
2887,Arena 20,Elixir Collector,Won,274
2888,Arena 20,Elixir Golem,Lost,1345
2889,Arena 20,Elixir Golem,Won,910
2890,Arena 20,Executioner,Lost,1967
2891,Arena 20,Executioner,Won,2076
2892,Arena 20,Fire Spirit,Lost,726
2893,Arena 20,Fire Spirit,Won,716
2894,Arena 20,Fireball,Lost,6587
2895,Arena 20,Fireball,Won,7053
2896,Arena 20,Firecracker,Lost,8497
2897,Arena 20,Firecracker,Won,9678
2898,Arena 20,Fisherman,Lost,529
2899,Arena 20,Fisherman,Won,528
2900,Arena 20,Flying Machine,Lost,569
2901,Arena 20,Flying Machine,Won,363
2902,Arena 20,Freeze,Lost,1490
2903,Arena 20,Freeze,Won,1340
2904,Arena 20,Furnace,Lost,895
2905,Arena 20,Furnace,Won,951
2906,Arena 20,Giant,Lost,1003
2907,Arena 20,Giant,Won,669
2908,Arena 20,Giant Skeleton,Lost,1102
2909,Arena 20,Giant Skeleton,Won,1079
2910,Arena 20,Giant Snowball,Lost,2176
2911,Arena 20,Giant Snowball,Won,1811
2912,Arena 20,Goblin Barrel,Lost,9092
2913,Arena 20,Goblin Barrel,Won,10097
2914,Arena 20,Goblin Cage,Lost,1220
2915,Arena 20,Goblin Cage,Won,943
2916,Arena 20,Goblin Curse,Lost,823
2917,Arena 20,Goblin Curse,Won,540
2918,Arena 20,Goblin Demolisher,Lost,32
2919,Arena 20,Goblin Demolisher,Won,35
2920,Arena 20,Goblin Drill,Lost,206
2921,Arena 20,Goblin Drill,Won,158
2922,Arena 20,Goblin Gang,Lost,5477
2923,Arena 20,Goblin Gang,Won,6084
2924,Arena 20,Goblin Giant,Lost,987
2925,Arena 20,Goblin Giant,Won,587
2926,Arena 20,Goblin Hut,Lost,509
2927,Arena 20,Goblin Hut,Won,478
2928,Arena 20,Goblin Machine,Lost,641
2929,Arena 20,Goblin Machine,Won,309
2930,Arena 20,Goblins,Lost,309
2931,Arena 20,Goblins,Won,310
2932,Arena 20,Goblinstein,Lost,465
2933,Arena 20,Goblinstein,Won,421
2934,Arena 20,Golden Knight,Lost,2808
2935,Arena 20,Golden Knight,Won,3054
2936,Arena 20,Golem,Lost,1206
2937,Arena 20,Golem,Won,848
2938,Arena 20,Graveyard,Lost,1839
2939,Arena 20,Graveyard,Won,1239
2940,Arena 20,Guards,Lost,2462
2941,Arena 20,Guards,Won,2219
2942,Arena 20,Heal Spirit,Lost,601
2943,Arena 20,Heal Spirit,Won,362
2944,Arena 20,Hog Rider,Lost,8308
2945,Arena 20,Hog Rider,Won,9251
2946,Arena 20,Hunter,Lost,526
2947,Arena 20,Hunter,Won,565
2948,Arena 20,Ice Golem,Lost,1354
2949,Arena 20,Ice Golem,Won,1071
2950,Arena 20,Ice Spirit,Lost,6485
2951,Arena 20,Ice Spirit,Won,6552
2952,Arena 20,Ice Wizard,Lost,2961
2953,Arena 20,Ice Wizard,Won,2293
2954,Arena 20,Inferno Dragon,Lost,4093
2955,Arena 20,Inferno Dragon,Won,3471
2956,Arena 20,Inferno Tower,Lost,2375
2957,Arena 20,Inferno Tower,Won,2603
2958,Arena 20,Knight,Lost,8589
2959,Arena 20,Knight,Won,9392
2960,Arena 20,Lava Hound,Lost,576
2961,Arena 20,Lava Hound,Won,249
2962,Arena 20,Lightning,Lost,1657
2963,Arena 20,Lightning,Won,823
2964,Arena 20,Little Prince,Lost,950
2965,Arena 20,Little Prince,Won,1097
2966,Arena 20,Lumberjack,Lost,3572
2967,Arena 20,Lumberjack,Won,3254
2968,Arena 20,Magic Archer,Lost,1759
2969,Arena 20,Magic Archer,Won,1724
2970,Arena 20,Mega Knight,Lost,10960
2971,Arena 20,Mega Knight,Won,12601
2972,Arena 20,Mega Minion,Lost,1643
2973,Arena 20,Mega Minion,Won,995
2974,Arena 20,Mighty Miner,Lost,1465
2975,Arena 20,Mighty Miner,Won,1599
2976,Arena 20,Miner,Lost,1891
2977,Arena 20,Miner,Won,1598
2978,Arena 20,Mini P.E.K.K.A,Lost,7623
2979,Arena 20,Mini P.E.K.K.A,Won,8682
2980,Arena 20,Minion Horde,Lost,1735
2981,Arena 20,Minion Horde,Won,1788
2982,Arena 20,Minions,Lost,2703
2983,Arena 20,Minions,Won,2840
2984,Arena 20,Mirror,Lost,935
2985,Arena 20,Mirror,Won,854
2986,Arena 20,Monk,Lost,280
2987,Arena 20,Monk,Won,276
2988,Arena 20,Mortar,Lost,385
2989,Arena 20,Mortar,Won,400
2990,Arena 20,Mother Witch,Lost,934
2991,Arena 20,Mother Witch,Won,808
2992,Arena 20,Musketeer,Lost,2401
2993,Arena 20,Musketeer,Won,2449
2994,Arena 20,Night Witch,Lost,903
2995,Arena 20,Night Witch,Won,535
2996,Arena 20,P.E.K.K.A,Lost,4136
2997,Arena 20,P.E.K.K.A,Won,4120
2998,Arena 20,Phoenix,Lost,303
2999,Arena 20,Phoenix,Won,166
3000,Arena 20,Poison,Lost,2246
3001,Arena 20,Poison,Won,1558
3002,Arena 20,Prince,Lost,3185
3003,Arena 20,Prince,Won,3131
3004,Arena 20,Princess,Lost,4275
3005,Arena 20,Princess,Won,4773
3006,Arena 20,Rage,Lost,3501
3007,Arena 20,Rage,Won,2934
3008,Arena 20,Ram Rider,Lost,1710
3009,Arena 20,Ram Rider,Won,1571
3010,Arena 20,Rascals,Lost,206
3011,Arena 20,Rascals,Won,243
3012,Arena 20,Rocket,Lost,1622
3013,Arena 20,Rocket,Won,1534
3014,Arena 20,Royal Delivery,Lost,1354
3015,Arena 20,Royal Delivery,Won,1326
3016,Arena 20,Royal Ghost,Lost,3121
3017,Arena 20,Royal Ghost,Won,3046
3018,Arena 20,Royal Giant,Lost,1138
3019,Arena 20,Royal Giant,Won,1226
3020,Arena 20,Royal Hogs,Lost,1063
3021,Arena 20,Royal Hogs,Won,822
3022,Arena 20,Royal Recruits,Lost,871
3023,Arena 20,Royal Recruits,Won,697
3024,Arena 20,Rune Giant,Lost,55
3025,Arena 20,Rune Giant,Won,26
3026,Arena 20,Skeleton Army,Lost,9204
3027,Arena 20,Skeleton Army,Won,10427
3028,Arena 20,Skeleton Barrel,Lost,2048
3029,Arena 20,Skeleton Barrel,Won,1926
3030,Arena 20,Skeleton Dragons,Lost,475
3031,Arena 20,Skeleton Dragons,Won,305
3032,Arena 20,Skeleton King,Lost,2899
3033,Arena 20,Skeleton King,Won,2758
3034,Arena 20,Skeletons,Lost,6688
3035,Arena 20,Skeletons,Won,6676
3036,Arena 20,Sparky,Lost,1611
3037,Arena 20,Sparky,Won,1496
3038,Arena 20,Spear Goblins,Lost,1089
3039,Arena 20,Spear Goblins,Won,1000
3040,Arena 20,Spirit Empress,Lost,203
3041,Arena 20,Spirit Empress,Won,137
3042,Arena 20,Suspicious Bush,Lost,197
3043,Arena 20,Suspicious Bush,Won,222
3044,Arena 20,Tesla,Lost,8222
3045,Arena 20,Tesla,Won,8987
3046,Arena 20,The Log,Lost,16380
3047,Arena 20,The Log,Won,18360
3048,Arena 20,Three Musketeers,Lost,114
3049,Arena 20,Three Musketeers,Won,70
3050,Arena 20,Tombstone,Lost,1972
3051,Arena 20,Tombstone,Won,1387
3052,Arena 20,Tornado,Lost,2838
3053,Arena 20,Tornado,Won,1559
3054,Arena 20,Valkyrie,Lost,8256
3055,Arena 20,Valkyrie,Won,9732
3056,Arena 20,Vines,Lost,1920
3057,Arena 20,Vines,Won,2145
3058,Arena 20,Void,Lost,102
3059,Arena 20,Void,Won,100
3060,Arena 20,Wall Breakers,Lost,2312
3061,Arena 20,Wall Breakers,Won,2309
3062,Arena 20,Witch,Lost,8950
3063,Arena 20,Witch,Won,10250
3064,Arena 20,Wizard,Lost,5144
3065,Arena 20,Wizard,Won,6086
3066,Arena 20,X-Bow,Lost,564
3067,Arena 20,X-Bow,Won,598
3068,Arena 20,Zap,Lost,6731
3069,Arena 20,Zap,Won,6485
3070,Arena 20,Zappies,Lost,625
3071,Arena 20,Zappies,Won,461
3072,Arena 21,Archer Queen,Lost,760
3073,Arena 21,Archer Queen,Won,628
3074,Arena 21,Archers,Lost,2842
3075,Arena 21,Archers,Won,3227
3076,Arena 21,Arrows,Lost,9811
3077,Arena 21,Arrows,Won,9282
3078,Arena 21,Baby Dragon,Lost,4373
3079,Arena 21,Baby Dragon,Won,3754
3080,Arena 21,Balloon,Lost,2848
3081,Arena 21,Balloon,Won,2731
3082,Arena 21,Bandit,Lost,2323
3083,Arena 21,Bandit,Won,2004
3084,Arena 21,Barbarian Barrel,Lost,3924
3085,Arena 21,Barbarian Barrel,Won,2203
3086,Arena 21,Barbarian Hut,Lost,27
3087,Arena 21,Barbarian Hut,Won,35
3088,Arena 21,Barbarians,Lost,1579
3089,Arena 21,Barbarians,Won,1613
3090,Arena 21,Bats,Lost,4334
3091,Arena 21,Bats,Won,4710
3092,Arena 21,Battle Healer,Lost,964
3093,Arena 21,Battle Healer,Won,405
3094,Arena 21,Battle Ram,Lost,1218
3095,Arena 21,Battle Ram,Won,1167
3096,Arena 21,Berserker,Lost,517
3097,Arena 21,Berserker,Won,455
3098,Arena 21,Bomb Tower,Lost,328
3099,Arena 21,Bomb Tower,Won,416
3100,Arena 21,Bomber,Lost,2101
3101,Arena 21,Bomber,Won,1632
3102,Arena 21,Boss Bandit,Lost,2155
3103,Arena 21,Boss Bandit,Won,2174
3104,Arena 21,Bowler,Lost,918
3105,Arena 21,Bowler,Won,730
3106,Arena 21,Cannon,Lost,4596
3107,Arena 21,Cannon,Won,4725
3108,Arena 21,Cannon Cart,Lost,123
3109,Arena 21,Cannon Cart,Won,116
3110,Arena 21,Clone,Lost,948
3111,Arena 21,Clone,Won,779
3112,Arena 21,Dark Prince,Lost,1853
3113,Arena 21,Dark Prince,Won,1704
3114,Arena 21,Dart Goblin,Lost,5026
3115,Arena 21,Dart Goblin,Won,5775
3116,Arena 21,Earthquake,Lost,643
3117,Arena 21,Earthquake,Won,777
3118,Arena 21,Electro Dragon,Lost,1773
3119,Arena 21,Electro Dragon,Won,1071
3120,Arena 21,Electro Giant,Lost,888
3121,Arena 21,Electro Giant,Won,552
3122,Arena 21,Electro Spirit,Lost,1352
3123,Arena 21,Electro Spirit,Won,1417
3124,Arena 21,Electro Wizard,Lost,4876
3125,Arena 21,Electro Wizard,Won,5408
3126,Arena 21,Elite Barbarians,Lost,3228
3127,Arena 21,Elite Barbarians,Won,3020
3128,Arena 21,Elixir Collector,Lost,457
3129,Arena 21,Elixir Collector,Won,278
3130,Arena 21,Elixir Golem,Lost,1630
3131,Arena 21,Elixir Golem,Won,957
3132,Arena 21,Executioner,Lost,1784
3133,Arena 21,Executioner,Won,1839
3134,Arena 21,Fire Spirit,Lost,784
3135,Arena 21,Fire Spirit,Won,747
3136,Arena 21,Fireball,Lost,6064
3137,Arena 21,Fireball,Won,6566
3138,Arena 21,Firecracker,Lost,8882
3139,Arena 21,Firecracker,Won,10510
3140,Arena 21,Fisherman,Lost,641
3141,Arena 21,Fisherman,Won,505
3142,Arena 21,Flying Machine,Lost,637
3143,Arena 21,Flying Machine,Won,472
3144,Arena 21,Freeze,Lost,1423
3145,Arena 21,Freeze,Won,1273
3146,Arena 21,Furnace,Lost,925
3147,Arena 21,Furnace,Won,1127
3148,Arena 21,Giant,Lost,764
3149,Arena 21,Giant,Won,615
3150,Arena 21,Giant Skeleton,Lost,1020
3151,Arena 21,Giant Skeleton,Won,1164
3152,Arena 21,Giant Snowball,Lost,2172
3153,Arena 21,Giant Snowball,Won,1797
3154,Arena 21,Goblin Barrel,Lost,8326
3155,Arena 21,Goblin Barrel,Won,9997
3156,Arena 21,Goblin Cage,Lost,1137
3157,Arena 21,Goblin Cage,Won,760
3158,Arena 21,Goblin Curse,Lost,663
3159,Arena 21,Goblin Curse,Won,471
3160,Arena 21,Goblin Demolisher,Lost,55
3161,Arena 21,Goblin Demolisher,Won,44
3162,Arena 21,Goblin Drill,Lost,264
3163,Arena 21,Goblin Drill,Won,207
3164,Arena 21,Goblin Gang,Lost,5230
3165,Arena 21,Goblin Gang,Won,6084
3166,Arena 21,Goblin Giant,Lost,1145
3167,Arena 21,Goblin Giant,Won,592
3168,Arena 21,Goblin Hut,Lost,603
3169,Arena 21,Goblin Hut,Won,479
3170,Arena 21,Goblin Machine,Lost,524
3171,Arena 21,Goblin Machine,Won,206
3172,Arena 21,Goblins,Lost,299
3173,Arena 21,Goblins,Won,346
3174,Arena 21,Goblinstein,Lost,506
3175,Arena 21,Goblinstein,Won,443
3176,Arena 21,Golden Knight,Lost,2159
3177,Arena 21,Golden Knight,Won,2207
3178,Arena 21,Golem,Lost,1399
3179,Arena 21,Golem,Won,941
3180,Arena 21,Graveyard,Lost,1751
3181,Arena 21,Graveyard,Won,1010
3182,Arena 21,Guards,Lost,2116
3183,Arena 21,Guards,Won,1958
3184,Arena 21,Heal Spirit,Lost,538
3185,Arena 21,Heal Spirit,Won,325
3186,Arena 21,Hog Rider,Lost,8152
3187,Arena 21,Hog Rider,Won,9439
3188,Arena 21,Hunter,Lost,541
3189,Arena 21,Hunter,Won,563
3190,Arena 21,Ice Golem,Lost,1433
3191,Arena 21,Ice Golem,Won,1169
3192,Arena 21,Ice Spirit,Lost,6036
3193,Arena 21,Ice Spirit,Won,6185
3194,Arena 21,Ice Wizard,Lost,2505
3195,Arena 21,Ice Wizard,Won,1738
3196,Arena 21,Inferno Dragon,Lost,3893
3197,Arena 21,Inferno Dragon,Won,3231
3198,Arena 21,Inferno Tower,Lost,2233
3199,Arena 21,Inferno Tower,Won,2500
3200,Arena 21,Knight,Lost,7429
3201,Arena 21,Knight,Won,8381
3202,Arena 21,Lava Hound,Lost,583
3203,Arena 21,Lava Hound,Won,284
3204,Arena 21,Lightning,Lost,2006
3205,Arena 21,Lightning,Won,940
3206,Arena 21,Little Prince,Lost,810
3207,Arena 21,Little Prince,Won,858
3208,Arena 21,Lumberjack,Lost,3583
3209,Arena 21,Lumberjack,Won,3132
3210,Arena 21,Magic Archer,Lost,1580
3211,Arena 21,Magic Archer,Won,1521
3212,Arena 21,Mega Knight,Lost,9739
3213,Arena 21,Mega Knight,Won,11397
3214,Arena 21,Mega Minion,Lost,2009
3215,Arena 21,Mega Minion,Won,1177
3216,Arena 21,Mighty Miner,Lost,1067
3217,Arena 21,Mighty Miner,Won,1183
3218,Arena 21,Miner,Lost,1412
3219,Arena 21,Miner,Won,1287
3220,Arena 21,Mini P.E.K.K.A,Lost,6683
3221,Arena 21,Mini P.E.K.K.A,Won,7462
3222,Arena 21,Minion Horde,Lost,1508
3223,Arena 21,Minion Horde,Won,1587
3224,Arena 21,Minions,Lost,2530
3225,Arena 21,Minions,Won,2704
3226,Arena 21,Mirror,Lost,849
3227,Arena 21,Mirror,Won,803
3228,Arena 21,Monk,Lost,229
3229,Arena 21,Monk,Won,219
3230,Arena 21,Mortar,Lost,300
3231,Arena 21,Mortar,Won,305
3232,Arena 21,Mother Witch,Lost,927
3233,Arena 21,Mother Witch,Won,635
3234,Arena 21,Musketeer,Lost,2218
3235,Arena 21,Musketeer,Won,2260
3236,Arena 21,Night Witch,Lost,1040
3237,Arena 21,Night Witch,Won,603
3238,Arena 21,P.E.K.K.A,Lost,4049
3239,Arena 21,P.E.K.K.A,Won,4139
3240,Arena 21,Phoenix,Lost,312
3241,Arena 21,Phoenix,Won,118
3242,Arena 21,Poison,Lost,1907
3243,Arena 21,Poison,Won,1210
3244,Arena 21,Prince,Lost,2412
3245,Arena 21,Prince,Won,2493
3246,Arena 21,Princess,Lost,3950
3247,Arena 21,Princess,Won,4463
3248,Arena 21,Rage,Lost,3580
3249,Arena 21,Rage,Won,2677
3250,Arena 21,Ram Rider,Lost,1361
3251,Arena 21,Ram Rider,Won,1258
3252,Arena 21,Rascals,Lost,131
3253,Arena 21,Rascals,Won,153
3254,Arena 21,Rocket,Lost,1508
3255,Arena 21,Rocket,Won,1614
3256,Arena 21,Royal Delivery,Lost,1006
3257,Arena 21,Royal Delivery,Won,1017
3258,Arena 21,Royal Ghost,Lost,3136
3259,Arena 21,Royal Ghost,Won,3000
3260,Arena 21,Royal Giant,Lost,1046
3261,Arena 21,Royal Giant,Won,1180
3262,Arena 21,Royal Hogs,Lost,1056
3263,Arena 21,Royal Hogs,Won,804
3264,Arena 21,Royal Recruits,Lost,850
3265,Arena 21,Royal Recruits,Won,680
3266,Arena 21,Rune Giant,Lost,54
3267,Arena 21,Rune Giant,Won,16
3268,Arena 21,Skeleton Army,Lost,8239
3269,Arena 21,Skeleton Army,Won,9342
3270,Arena 21,Skeleton Barrel,Lost,1689
3271,Arena 21,Skeleton Barrel,Won,1691
3272,Arena 21,Skeleton Dragons,Lost,375
3273,Arena 21,Skeleton Dragons,Won,216
3274,Arena 21,Skeleton King,Lost,2345
3275,Arena 21,Skeleton King,Won,2161
3276,Arena 21,Skeletons,Lost,5863
